instance,sat_result,status,runtime_s,n_vars,n_hard_clauses,n_soft_clauses,n_optimization_clauses,n_total_clauses,peak_memory_mb,memory_metric,solver,precedence_mode,precedence_edge_mode,staircase,encoding_variant,objective,objective_mode,secondary_objective_value,secondary_proven_optimum,tertiary_objective_value,tertiary_proven_optimum,objective_participant_count,objective_participants,total_breaks,fairness_gap,idle_range,all_participant_idle_range,precedence_direct_edges,precedence_source_added_edges,precedence_encoded_edges,precedence_full_closure_edges,n_primary_objective_lits,n_secondary_objective_lits,participant_breaks,busy_participants_per_slot,assignment,schedule_by_slot,validation_errors,enabled_constraints,error_type,error_message,message_type,n_clauses,n_soft,objective_value,total_clauses
tic-13crafc.prec15,SAT,OPTIMAL,2874.86399,24867,66428,372,0,66800,,peak_process_tree_rss_mb,maxsat,traditional,direct,no,imp12+,lexicographic_internal_idle_range_pstar_then_idle_max_then_idle_sum,lexicographic,1,1,8,8,45,"1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,40,41,42,43,44,45,46,47",8,1,1,1,35,3,35,39,6,6,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0","32,36,38,38,38,38,38,38,34,30","6,10,9,1,3,8,7,2,4,5,6,10,7,9,8,4,3,7,2,1,5,8,2,6,3,7,1,5,4,3,8,9,10,4,6,5,7,2,1,3,5,10,3,7,9,5,6,8,4,2,4,5,3,1,1,4,3,5,7,9,8,4,5,6,7,3,10,9,8,6,8,4,3,9,1,2,10,7,5,4,5,7,8,9,6,10,8,10,7,5,10,1,4,9,7,2,2,7,9,5,6,8,9,10,1,6,7,4,10,6,2,9,8,1,3,5,2,1,6,5,8,10,8,6,2,7,9,4,1,3,1,2,6,4,10,7,3,7,9,6,10,8,3,7,2,5,2,3,6,8,4,9,6,1,4,3,8,5,6,4,3,4,4,8,7,2,5,5,8,2,10,3,9,3,2,1,6,1,2,9",1:M4 M20 M27 M39 M54 M55 M75 M92 M105 M114 M118 M129 M131 M154 M176 M178 | 2:M8 M19 M23 M38 M50 M76 M96 M97 M111 M117 M125 M132 M145 M147 M166 M170 M175 M179 | 3:M5 M17 M25 M30 M40 M43 M53 M57 M66 M73 M115 M130 M137 M143 M148 M156 M161 M172 M174 | 4:M9 M16 M29 M34 M49 M51 M56 M62 M72 M80 M93 M108 M128 M134 M151 M155 M160 M162 M163 | 5:M10 M21 M28 M36 M41 M46 M52 M58 M63 M79 M81 M90 M100 M116 M120 M146 M158 M167 M168 | 6:M1 M11 M24 M35 M47 M64 M70 M85 M101 M106 M110 M119 M124 M133 M140 M149 M153 M159 M177 | 7:M7 M13 M18 M26 M37 M44 M59 M65 M78 M82 M89 M95 M98 M107 M126 M136 M138 M144 M165 | 8:M6 M15 M22 M31 M48 M61 M69 M71 M83 M87 M102 M113 M121 M123 M142 M150 M157 M164 M169 | 9:M3 M14 M32 M45 M60 M68 M74 M84 M94 M99 M103 M112 M127 M139 M152 M173 M180 | 10:M2 M12 M33 M42 M67 M77 M86 M88 M91 M104 M109 M122 M135 M141 M171,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence domain propagation: fixed point over direct edges | full precedence closure: cycle detection and graph statistics only | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) traditional pairwise precedence over direct E | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary internal-idle counts and range objective over P*",,,result,66428,372,1,66800
tic-13crafc.prec15,TIMEOUT,TIMEOUT,3600.017383,24867,65557,6,0,65563,,peak_process_tree_rss_mb,maxsat,staircase,direct,yes,imp12+,lexicographic_internal_idle_range_pstar_then_idle_max_then_idle_sum,lexicographic,,,,,45,"1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,40,41,42,43,44,45,46,47",,,,,35,3,35,39,6,360,,,,,,,,,,,,,65563
