campaign_id,experiment_block,planned_configuration_id,repetition,run_order,run_key,attempt,run_order_seed,campaign_plan_sha256,execution_shard_count,execution_shard_indices,execution_shard_index,execution_shard_policy,instance,instance_content_id,base_lineage_id,instance_family,configuration_label,factor_m,factor_f,factor_p,factor_g,factor_b,factor_o,factor_s,factor_i,factor_c,factor_amo,status,sat_result,best_value,proven_optimum,objective_mode,compact_encoding,compact_encoding_features,collision_amo,collision_amo_cutoff,collision_amo_commander_group_size,collision_amo_pairwise_group_count,collision_amo_commander_group_count,collision_amo_commander_variable_count,collision_amo_clause_count,collision_amo_max_group_size,zero_break_certificate_participant,zero_break_certificate_reason,zero_break_branch,objective_vector,proven_objective_vector,primary_objective_value,secondary_objective_value,tertiary_objective_value,lexicographic_scalar_cost,objective_tier_weights,runtime_seconds,runtime_censored,peak_memory_mb,formalism,model_family,formulation_name,model_family_display_name,model_configuration_display_name,implementation_provenance,optimization_procedure_display_name,n_vars,n_binary_variables,n_integer_variables,n_continuous_variables,n_linear_constraints,n_global_constraints,n_nonzeros,n_hard_clauses,n_soft_clauses,n_total_clauses,n_primary_variables,n_auxiliary_variables,n_total_literals,max_hard_clause_length,configuration_id,configuration_key,domain_mode,domain_filter_graph,precedence_encoding,precedence_graph,optimization_engine,solver_backend,solver_version,encoding_variant,idle_encoding,objective,objective_code,implied_constraints_code,n_hard_literals,n_soft_literals,max_soft_clause_length,n_unit_hard_clauses,n_binary_hard_clauses,n_ternary_hard_clauses,n_long_hard_clauses,soft_clause_weight,soft_weight_sum,max_soft_weight_bits,n_objective_lits,occupancy_alias_count,prefix_alias_count,suffix_alias_count,first_alias_count,shared_counter_state_count,direct_range_soft_clause_count,n_optimizer_calls,best_bound,optimality_gap,branch_and_bound_nodes,cp_branches,cp_fails,n_bound_encodings,optimizer_added_variables_peak,optimizer_added_clauses_peak,optimizer_added_literals_peak,optimizer_added_clauses_cumulative,objective_phase_seconds,objective_phase_calls,formula_scope,full_schedule_candidates,unary_eligible_schedule_candidates,reduced_schedule_candidates,active_schedule_candidates,precedence_direct_edges,precedence_closure_edges,precedence_relation_edges,precedence_max_distance,precedence_pairwise_clauses,precedence_sparse_link_clauses,precedence_unique_suffix_cuts,domain_filter_iterations,domain_filter_seconds,input_parsing_seconds,model_construction_seconds,backend_model_construction_seconds,model_build_seconds,solve_and_validate_seconds,runtime_scope,idle_range_pstar,total_internal_idle_slots,maximum_internal_idle_slots,squared_internal_idle_slots,all_participant_idle_range,total_break_groups,break_group_range,participant_break_groups,memory_metric,instance_sha256,instance_variant,instance_path,source_alias_count,source_alias_paths,repository_alias_count,repository_alias_paths,dataset_source_page,dataset_archive_url,dataset_archive_sha256,run_started_utc,timeout_seconds,memory_limit_mb,git_commit,git_dirty,python_version,pysat_version,hostname,platform,cpu_model,physical_cpu_cores,logical_cpu_cores,system_memory_mb,threads,random_seed,runner_command,solver_binary,solver_binary_sha256,solver_command,validation_errors,solver_message,error_type,error_message,solver,maxsat_backend_preference,sat_backend_preference,resolved_uwrmaxsat_bin,precedence_mode,precedence_configuration,objective_value,objective_participant_count,objective_participants,initial_schedule_candidates,unary_removed_schedule_candidates,preprocessing_removed_schedule_candidates,removed_schedule_candidates,participant_internal_idle_slots,busy_participants_per_slot,assignment,schedule_by_slot,enabled_constraints,campaign_available_memory_mb_after,campaign_available_memory_mb_before,campaign_boot_id,campaign_executor_returncode,campaign_executor_seconds,campaign_load_15m_before,campaign_load_1m_after,campaign_load_1m_before,campaign_load_5m_before,campaign_log,message_type
journal-all126-first-v1,t1_bg_fidelity_ablation,compact_reduced_bg_reference,1,8,journal-all126-first-v1::t1_bg_fidelity_ablation::b2b-bec7950834fca08a::compact_reduced_bg_reference::rep-1,1,20260910,3586b3941f9d96df264ef9c179ea3443bda8876b97bab2cad29d30400ad5df44,4,"0,1,2",0,content_rank_round_robin_v1,tic-14crafd.original,b2b-bec7950834fca08a,b2b-lineage-tic-14crafd,original,R-SS-DC-ST-BGD2-UW-IC12P,Reduced,Filter-E*,SparseSuffix,DistanceClosure-E*,SpanThreshold,BreakGroupsD2,UWrMaxSAT,IC12+,Reference,Pairwise,OPTIMAL,SAT,0,0,bg_d2,reference,,pairwise,6,4,590,0,0,18360,10,19,participant_requests_at_most_one_meeting,not_applicable,0,0,0,,,0,1,0.512204,False,75.555,,,,Compact,Compact/Reduced,project_implementation,one-shot weighted MaxSAT,31563,,,,,,,84172,236,84408,2360,29203,203626,60,cfg5__m-reduced__p-sparse_suffix__g-distance_closure__b-span_threshold__o-break_groups_d2__s-uwrmaxsat__i-imp12plus__backend-uwrmaxsat,cfg5__m-reduced__p-sparse_suffix__g-distance_closure__b-span_threshold__o-break_groups_d2__s-uwrmaxsat__i-imp12plus__backend-uwrmaxsat,reduced,distance_closure,sparse_suffix,distance_closure,UWrMaxSAT,UWrMaxSAT,binary-sha256:82485b4b973d80c618b28eef348a09dc5bc1ab0654696e2ed3b1764f52ef8202,imp12+,span_threshold,total_break_groups_subject_to_range_at_most_2,BGD2,IC12P,203390,236,1,451,56723,22458,4540,1,236,1,236,0,0,0,0,0,0,1,,,,,,0,0,0,0,0,,,"formalism-specific model size: SAT/MaxSAT reports base CNF and soft clauses, MIP reports variables/linear constraints/nonzeros, and CP reports integer variables plus linear/global constraints; SAT bound/totalizer overhead remains separate in optimizer_added_*",2360,2360,2360,2360,0,0,0,0,0,0,0,1,0.092924,0.004943,0.197719,,0.202663,0.309541,"wall-clock from immediately before reading/parsing the .dzn instance through model construction, optimization, solution decoding, and independent validation; excludes worker-process startup and result-file export",0,0,0,0,0,0,0,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",peak_process_tree_rss_mb,bec7950834fca08aaba431edc12efe0a43517ca37d8912f8960d16dbd45b0a0c,original,/home/g24021555/Business-Meeting-Scheduling-Problem/data_table03_origin/tic-14crafd.original.dzn,1,/home/g24021555/Business-Meeting-Scheduling-Problem/data_table03_origin/tic-14crafd.original.dzn,1,/home/g24021555/Business-Meeting-Scheduling-Problem/data_table03_origin/tic-14crafd.original.dzn,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,,2026-09-12T09:15:06+00:00,7200.0,,8814d5e2cb508789167d6de5163d446bebc78e34,False,3.10.12,1.8.dev25,instance-20260908-063614,Linux-6.8.0-1066-gcp-x86_64-with-glibc2.35,x86_64,4,8,15988.055,1,0,/home/g24021555/Business-Meeting-Scheduling-Problem/.venv/bin/python /home/g24021555/Business-Meeting-Scheduling-Problem/src/Main.py --instance /home/g24021555/Business-Meeting-Scheduling-Problem/data_table03_origin/tic-14crafd.original.dzn --solver maxsat --objective-mode bg_d2 --compact-encoding reference --collision-amo pairwise --domain-mode reduced --domain-filter-graph distance_closure --precedence-encoding sparse_suffix --precedence-graph distance_closure --encoding-variant imp12+ --maxsat-backend uwrmaxsat --sat-backend cadical --timeout 7200.0 --threads 1 --random-seed 0 --csv /home/g24021555/Business-Meeting-Scheduling-Problem/outputs/journal/all126-first/shards-0-1-2-of-4/work/cell-6b61pac9/aggregate.csv --long-csv /home/g24021555/Business-Meeting-Scheduling-Problem/outputs/journal/all126-first/shards-0-1-2-of-4/work/cell-6b61pac9/detailed.csv --no-excel --uwrmaxsat-bin /home/g24021555/uwrmaxsat/build/release/bin/uwrmaxsat --uwrmaxsat-sha256 82485b4b973d80c618b28eef348a09dc5bc1ab0654696e2ed3b1764f52ef8202,/home/g24021555/uwrmaxsat/build/release/bin/uwrmaxsat,82485b4b973d80c618b28eef348a09dc5bc1ab0654696e2ed3b1764f52ef8202,/home/g24021555/uwrmaxsat/build/release/bin/uwrmaxsat -m /tmp/b2b_uwrmaxsat_fs_ucgwk/tic-14crafd.original.wcnf,,process exit code=30,,,maxsat,uwrmaxsat,,/home/g24021555/uwrmaxsat/build/release/bin/uwrmaxsat,staircase,sparse_suffix+distance_closure,0,59,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60",2360,0,0,0,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","42,46,50,48,50,50,50,50,46,40","4,9,8,10,2,5,3,1,6,7,1,9,3,6,10,5,9,7,1,8,4,4,1,7,2,8,1,3,5,2,4,4,10,9,7,5,3,6,2,7,7,8,2,5,4,9,1,7,5,9,4,10,3,2,8,2,3,9,6,10,1,4,1,5,10,6,7,9,2,4,8,3,8,3,5,10,7,7,10,2,3,4,6,9,1,5,8,3,7,5,10,9,4,6,8,8,3,6,9,1,6,3,7,10,2,4,6,7,8,9,5,6,10,3,8,5,1,9,7,8,10,4,8,6,3,4,7,5,10,9,9,6,7,9,5,3,4,6,7,8,10,1,3,8,9,2,1,6,5,10,2,6,10,9,5,7,8,1,4,3,6,1,3,2,5,8,7,6,2,1,8,5,4,5,6,2,3,10,9,4,7,8,10,6,4,5,5,2,3,6,4,1,6,3,6,2,8,4,1,7,2,2,5,4,10,8,3,7,1,9,5,7,9,6,2,1,6,5,2,3,9,8,4,7,10,5,3,4,2,1,8,7,9,2,3,8",1:M8 M11 M19 M23 M27 M47 M61 M63 M85 M100 M117 M142 M147 M158 M162 M170 M192 M199 M209 M216 M230 | 2:M5 M25 M30 M39 M43 M54 M56 M69 M80 M105 M146 M151 M164 M169 M176 M188 M196 M201 M202 M215 M219 M229 M234 | 3:M7 M13 M28 M37 M53 M57 M72 M74 M81 M88 M97 M102 M114 M125 M136 M143 M160 M163 M177 M189 M194 M207 M220 M227 M235 | 4:M1 M21 M22 M31 M32 M45 M51 M62 M70 M82 M93 M106 M122 M126 M137 M159 M173 M180 M185 M191 M198 M204 M223 M228 | 5:M6 M16 M29 M36 M44 M49 M64 M75 M86 M90 M111 M116 M128 M135 M149 M155 M165 M172 M174 M186 M187 M203 M211 M218 M226 | 6:M9 M14 M38 M59 M66 M83 M94 M98 M101 M107 M112 M124 M132 M138 M148 M152 M161 M168 M175 M184 M190 M193 M195 M214 M217 | 7:M10 M18 M24 M35 M40 M41 M48 M67 M77 M78 M89 M103 M108 M119 M127 M133 M139 M156 M167 M181 M200 M208 M212 M224 M232 | 8:M3 M20 M26 M42 M55 M71 M73 M87 M95 M96 M109 M115 M120 M123 M140 M144 M157 M166 M171 M182 M197 M206 M222 M231 M236 | 9:M2 M12 M17 M34 M46 M50 M58 M68 M84 M92 M99 M110 M118 M130 M131 M134 M145 M154 M179 M210 M213 M221 M233 | 10:M4 M15 M33 M52 M60 M65 M76 M79 M91 M104 M113 M121 M129 M141 M150 M153 M178 M183 M205 M225,"journal objective family: bg_d2 | compact objective encoding preset: reference | participant collision AMO: pairwise | F-selected distance-labelled E* domain propagation and cycle detection | precedence configuration: F=distance_closure, P=sparse_suffix, G=distance_closure | Reduced Domain variables after unary filtering + matching GAC + slot saturation | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot; AMO=pairwise, commander_cutoff=6, commander_group_size=4 | (46),(47) clustered table capacity with compact forward channeling | (28) SparseSuffix precedence over distance_closure distance-labelled relations | exact break-group ends and unary break-group thresholds | exact schedule <-> usedSlot channeling | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | historical hard cap Delta_G <= 2",15160.156,15219.66,0c0b5b32-ea8b-47e5-aba0-49294b9d1541,0,0.767169,0.1728515625,0.15283203125,0.15283203125,0.28076171875,logs/000008_3d58ebc7dc86_attempt-1.log,result
journal-all126-first-v1,t1_bg_fidelity_ablation,compact_reduced_bg_c,1,9,journal-all126-first-v1::t1_bg_fidelity_ablation::b2b-bec7950834fca08a::compact_reduced_bg_c::rep-1,1,20260910,3586b3941f9d96df264ef9c179ea3443bda8876b97bab2cad29d30400ad5df44,4,"0,1,2",0,content_rank_round_robin_v1,tic-14crafd.original,b2b-bec7950834fca08a,b2b-lineage-tic-14crafd,original,R-SS-DC-ST-BGD2-UW-IC12P-CC,Reduced,Filter-E*,SparseSuffix,DistanceClosure-E*,SpanThreshold,BreakGroupsD2,UWrMaxSAT,IC12+,DemandDriven,Pairwise,OPTIMAL,SAT,0,0,bg_d2,demand_driven,demand_driven,pairwise,6,4,590,0,0,18360,10,19,participant_requests_at_most_one_meeting,not_applicable,0,0,0,,,0,1,0.536606,False,73.602,,,,Compact,Compact/Reduced,project_implementation,one-shot weighted MaxSAT,30904,,,,,,,82323,236,82559,2360,28544,199397,60,cfg5__m-reduced__p-sparse_suffix__g-distance_closure__b-span_threshold__o-break_groups_d2__s-uwrmaxsat__i-imp12plus__backend-uwrmaxsat__c-demand_driven,cfg5__m-reduced__p-sparse_suffix__g-distance_closure__b-span_threshold__o-break_groups_d2__s-uwrmaxsat__i-imp12plus__backend-uwrmaxsat__c-demand_driven,reduced,distance_closure,sparse_suffix,distance_closure,UWrMaxSAT,UWrMaxSAT,binary-sha256:82485b4b973d80c618b28eef348a09dc5bc1ab0654696e2ed3b1764f52ef8202,imp12+,span_threshold,total_break_groups_subject_to_range_at_most_2,BGD2,IC12P,199161,236,1,451,55405,21927,4540,1,236,1,236,10,59,0,0,0,0,1,,,,,,0,0,0,0,0,,,"formalism-specific model size: SAT/MaxSAT reports base CNF and soft clauses, MIP reports variables/linear constraints/nonzeros, and CP reports integer variables plus linear/global constraints; SAT bound/totalizer overhead remains separate in optimizer_added_*",2360,2360,2360,2360,0,0,0,0,0,0,0,1,0.091169,0.002671,0.191639,,0.19431,0.342296,"wall-clock from immediately before reading/parsing the .dzn instance through model construction, optimization, solution decoding, and independent validation; excludes worker-process startup and result-file export",0,0,0,0,0,0,0,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",peak_process_tree_rss_mb,bec7950834fca08aaba431edc12efe0a43517ca37d8912f8960d16dbd45b0a0c,original,/home/g24021555/Business-Meeting-Scheduling-Problem/data_table03_origin/tic-14crafd.original.dzn,1,/home/g24021555/Business-Meeting-Scheduling-Problem/data_table03_origin/tic-14crafd.original.dzn,1,/home/g24021555/Business-Meeting-Scheduling-Problem/data_table03_origin/tic-14crafd.original.dzn,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,,2026-09-12T09:15:07+00:00,7200.0,,8814d5e2cb508789167d6de5163d446bebc78e34,False,3.10.12,1.8.dev25,instance-20260908-063614,Linux-6.8.0-1066-gcp-x86_64-with-glibc2.35,x86_64,4,8,15988.055,1,0,/home/g24021555/Business-Meeting-Scheduling-Problem/.venv/bin/python /home/g24021555/Business-Meeting-Scheduling-Problem/src/Main.py --instance /home/g24021555/Business-Meeting-Scheduling-Problem/data_table03_origin/tic-14crafd.original.dzn --solver maxsat --objective-mode bg_d2 --compact-encoding demand_driven --collision-amo pairwise --domain-mode reduced --domain-filter-graph distance_closure --precedence-encoding sparse_suffix --precedence-graph distance_closure --encoding-variant imp12+ --maxsat-backend uwrmaxsat --sat-backend cadical --timeout 7200.0 --threads 1 --random-seed 0 --csv /home/g24021555/Business-Meeting-Scheduling-Problem/outputs/journal/all126-first/shards-0-1-2-of-4/work/cell-gbjglqmf/aggregate.csv --long-csv /home/g24021555/Business-Meeting-Scheduling-Problem/outputs/journal/all126-first/shards-0-1-2-of-4/work/cell-gbjglqmf/detailed.csv --no-excel --uwrmaxsat-bin /home/g24021555/uwrmaxsat/build/release/bin/uwrmaxsat --uwrmaxsat-sha256 82485b4b973d80c618b28eef348a09dc5bc1ab0654696e2ed3b1764f52ef8202,/home/g24021555/uwrmaxsat/build/release/bin/uwrmaxsat,82485b4b973d80c618b28eef348a09dc5bc1ab0654696e2ed3b1764f52ef8202,/home/g24021555/uwrmaxsat/build/release/bin/uwrmaxsat -m /tmp/b2b_uwrmaxsat_fptyn405/tic-14crafd.original.wcnf,,process exit code=30,,,maxsat,uwrmaxsat,,/home/g24021555/uwrmaxsat/build/release/bin/uwrmaxsat,staircase,sparse_suffix+distance_closure,0,59,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60",2360,0,0,0,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","46,48,50,50,50,50,50,50,40,38","1,2,3,4,5,6,7,8,1,3,2,1,1,2,3,4,5,6,7,8,9,1,2,2,3,4,5,1,2,3,5,2,1,1,3,2,4,3,1,2,2,4,1,5,10,6,7,10,8,3,4,7,5,2,6,2,9,6,5,8,4,7,3,5,6,7,1,2,10,4,9,8,8,1,6,5,7,4,6,10,2,7,9,5,8,1,3,3,1,5,2,6,7,8,4,9,7,3,4,1,10,9,2,4,6,5,9,7,8,10,6,9,4,7,3,8,6,5,1,5,9,3,8,5,7,4,3,9,6,10,7,2,8,6,5,7,9,2,10,3,8,1,9,5,1,4,3,10,6,10,10,4,3,8,7,2,9,1,6,5,3,8,9,4,10,6,2,7,8,2,10,9,6,7,4,1,5,10,8,3,4,7,4,6,7,2,5,10,9,7,8,6,10,3,9,1,7,2,8,4,8,5,10,1,6,3,4,7,8,9,4,7,5,8,6,10,2,1,5,3,7,9,6,4,8,8,4,6,3,10,9,5,8,6,3,5",1:M1 M9 M12 M13 M22 M28 M33 M34 M39 M43 M67 M74 M86 M89 M100 M119 M142 M145 M158 M176 M196 M204 M218 | 2:M2 M11 M14 M23 M24 M29 M32 M36 M40 M41 M54 M56 M68 M81 M91 M103 M132 M138 M156 M167 M170 M186 M198 M217 | 3:M3 M10 M15 M25 M30 M35 M38 M50 M63 M87 M88 M98 M115 M122 M127 M140 M147 M153 M161 M180 M194 M206 M220 M229 M235 | 4:M4 M16 M26 M37 M42 M51 M61 M70 M78 M95 M99 M104 M113 M126 M146 M152 M164 M175 M181 M183 M200 M207 M211 M224 M227 | 5:M5 M17 M27 M31 M44 M53 M59 M64 M76 M84 M90 M106 M118 M120 M124 M135 M144 M160 M177 M187 M202 M213 M219 M232 M236 | 6:M6 M18 M46 M55 M58 M65 M75 M79 M92 M105 M111 M117 M129 M134 M149 M159 M166 M173 M184 M192 M205 M215 M223 M228 M234 | 7:M7 M19 M47 M52 M62 M66 M77 M82 M93 M97 M108 M114 M125 M131 M136 M155 M168 M174 M182 M185 M190 M197 M208 M212 M221 | 8:M8 M20 M49 M60 M72 M73 M85 M94 M109 M116 M123 M133 M141 M154 M162 M169 M179 M191 M199 M201 M209 M214 M225 M226 M233 | 9:M21 M57 M71 M83 M96 M102 M107 M112 M121 M128 M137 M143 M157 M163 M172 M189 M195 M210 M222 M231 | 10:M45 M48 M69 M80 M101 M110 M130 M139 M148 M150 M151 M165 M171 M178 M188 M193 M203 M216 M230,"journal objective family: bg_d2 | compact objective encoding preset: demand_driven | participant collision AMO: pairwise | F-selected distance-labelled E* domain propagation and cycle detection | precedence configuration: F=distance_closure, P=sparse_suffix, G=distance_closure | Reduced Domain variables after unary filtering + matching GAC + slot saturation | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot; AMO=pairwise, commander_cutoff=6, commander_group_size=4 | (46),(47) clustered table capacity with compact forward channeling | (28) SparseSuffix precedence over distance_closure distance-labelled relations | exact break-group ends and unary break-group thresholds | exact schedule <-> usedSlot channeling | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | historical hard cap Delta_G <= 2",15160.152,15160.156,0c0b5b32-ea8b-47e5-aba0-49294b9d1541,0,0.818166,0.1728515625,0.15283203125,0.15283203125,0.28076171875,logs/000009_41b57ef32f2d_attempt-1.log,result
