instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
tic-14crafd.prec25,no,maxsat,direct,lex-idlesum,-,-,-,-,1.1 0
tic-14crafd.prec25,yes,maxsat,direct,lex-idlesum,-,-,-,-,0.9 0
