instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
ticf-13crafb.original,no,maxsat,direct,lex-idlesum,-,-,-,-,TO -
ticf-13crafb.original,yes,maxsat,direct,lex-idlesum,-,-,-,-,TO -
