instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
forumt-14crafe.original,no,maxsat,direct,lex-idlesum,-,-,-,-,0.3 2
forumt-14crafe.original,yes,maxsat,direct,lex-idlesum,-,-,-,-,0.3 2
