instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
ticf-14crafa.forb0003,no,maxsat,direct,lex-idlesum,-,-,-,-,25.5 0
ticf-14crafa.forb0003,yes,maxsat,direct,lex-idlesum,-,-,-,-,23.9 0
