instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
forumt-14crafc.original,no,maxsat,direct,lex-idlesum,-,-,-,-,0.2 2
forumt-14crafc.original,yes,maxsat,direct,lex-idlesum,-,-,-,-,0.2 2
