instance,sat_result,status,runtime_s,n_vars,n_hard_clauses,n_soft_clauses,n_optimization_clauses,n_total_clauses,peak_memory_mb,memory_metric,solver,precedence_mode,precedence_edge_mode,staircase,encoding_variant,objective,objective_mode,secondary_objective_value,secondary_proven_optimum,tertiary_objective_value,tertiary_proven_optimum,objective_participant_count,objective_participants,total_breaks,fairness_gap,idle_range,all_participant_idle_range,precedence_direct_edges,precedence_source_added_edges,precedence_encoded_edges,precedence_full_closure_edges,n_primary_objective_lits,n_secondary_objective_lits,participant_breaks,busy_participants_per_slot,assignment,schedule_by_slot,validation_errors,enabled_constraints,error_type,error_message,message_type,n_clauses,n_soft,objective_value,total_clauses
forumt-14crafe.prec25,SAT,OPTIMAL,0.590461,26191,74296,485,0,74781,,peak_process_tree_rss_mb,maxsat,traditional,direct,no,imp12+,lexicographic_internal_idle_range_pstar_then_idle_sum,lex-idlesum,,,9,9,59,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60",9,2,2,2,96,33,96,144,8,8,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2","44,48,48,48,48,48,48,48,48,44","1,3,10,2,7,8,5,6,4,1,2,3,5,8,9,6,3,1,10,7,2,6,9,10,4,5,2,8,3,1,2,5,8,3,9,3,10,4,7,4,8,10,2,6,4,7,9,1,5,9,6,2,7,8,10,6,7,1,4,8,3,9,1,10,3,6,5,4,8,9,2,7,9,8,5,2,1,6,8,4,3,7,9,2,10,5,1,5,8,3,7,6,4,2,9,7,9,5,6,1,5,8,7,1,3,2,3,4,2,1,5,10,7,3,1,4,9,6,2,7,4,8,4,8,6,2,1,5,7,3,4,2,10,2,5,9,6,7,4,10,1,3,10,2,6,8,3,5,1,8,7,1,6,8,2,3,9,10,4,5,9,6,1,8,7,10,4,4,3,9,10,5,1,4,5,10,8,1,6,9,2,3,4,7,9,3,5,8,6,10,9,7,6,7,4,6,9,5,3,10,6,6,2,5,10,3,8,4,9,1,6,9,7,8,7,9,4,3,5,7,6,2,1,8,10,9,3,10,5,2,4,7,2,5,8,10",1:M1 M10 M18 M30 M48 M58 M63 M77 M87 M100 M104 M110 M115 M127 M141 M149 M152 M163 M173 M178 M210 M223 | 2:M4 M11 M21 M27 M31 M43 M52 M71 M76 M84 M94 M106 M109 M119 M126 M132 M134 M144 M155 M181 M203 M222 M230 M233 | 3:M2 M12 M17 M29 M34 M36 M61 M65 M81 M90 M105 M107 M114 M130 M142 M147 M156 M169 M182 M186 M199 M206 M218 M227 | 4:M9 M25 M38 M40 M45 M59 M68 M80 M93 M108 M116 M121 M123 M131 M139 M159 M167 M168 M174 M183 M195 M208 M217 M231 | 5:M7 M13 M26 M32 M49 M67 M75 M86 M88 M98 M101 M111 M128 M135 M148 M160 M172 M175 M187 M198 M204 M219 M229 M234 | 6:M8 M16 M22 M44 M51 M56 M66 M78 M92 M99 M118 M125 M137 M145 M153 M162 M179 M189 M193 M196 M201 M202 M211 M221 | 7:M5 M20 M39 M46 M53 M57 M72 M82 M91 M96 M103 M113 M120 M129 M138 M151 M165 M184 M192 M194 M213 M215 M220 M232 | 8:M6 M14 M28 M33 M41 M54 M60 M69 M74 M79 M89 M102 M122 M124 M146 M150 M154 M164 M177 M188 M207 M214 M224 M235 | 9:M15 M23 M35 M47 M50 M62 M70 M73 M83 M95 M97 M117 M136 M157 M161 M170 M180 M185 M191 M197 M209 M212 M216 M226 | 10:M3 M19 M24 M37 M42 M55 M64 M85 M112 M133 M140 M143 M158 M166 M171 M176 M190 M200 M205 M225 M228 M236,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence domain propagation: fixed point over direct edges | full precedence closure: cycle detection and graph statistics only | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) traditional pairwise precedence over direct E | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary internal-idle counts and range objective over P*",,,result,74296,485,2,74781
forumt-14crafe.prec25,SAT,OPTIMAL,0.3441,26191,72603,485,0,73088,,peak_process_tree_rss_mb,maxsat,staircase,direct,yes,imp12+,lexicographic_internal_idle_range_pstar_then_idle_sum,lex-idlesum,,,9,9,59,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60",9,2,2,2,96,33,96,144,8,8,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2","44,48,48,48,48,48,48,48,48,44","6,5,1,4,8,3,2,9,8,2,1,4,6,9,10,4,8,1,2,7,3,8,6,6,3,4,1,1,5,3,2,5,8,2,9,2,9,4,10,5,9,7,4,1,3,8,5,1,3,8,10,2,6,7,9,8,7,3,4,10,2,9,4,9,5,8,6,3,1,10,2,7,7,8,4,6,1,6,8,5,1,3,10,4,9,2,7,6,8,2,5,7,4,3,9,3,9,5,7,4,6,8,7,2,4,3,2,4,3,1,5,5,8,2,1,10,6,3,4,10,4,7,5,8,7,2,3,10,9,6,7,1,10,3,1,8,9,2,7,5,10,4,8,3,9,6,2,10,1,3,9,2,5,7,1,3,4,10,8,6,9,5,6,1,4,10,3,2,9,10,1,6,5,6,10,4,9,1,5,7,6,2,6,7,10,2,6,9,5,10,7,8,5,9,5,10,8,7,2,6,1,9,1,7,4,5,10,6,3,8,9,7,6,8,7,9,5,2,3,7,6,1,4,8,10,5,2,10,3,8,4,7,3,4,5,9",1:M3 M11 M18 M27 M28 M44 M48 M69 M77 M81 M110 M115 M132 M135 M149 M155 M164 M171 M178 M201 M203 M222 | 2:M7 M10 M19 M31 M34 M36 M52 M61 M71 M86 M90 M104 M107 M114 M126 M138 M147 M152 M168 M182 M186 M199 M218 M227 | 3:M6 M21 M25 M30 M45 M49 M58 M68 M82 M94 M96 M106 M109 M118 M127 M134 M144 M150 M156 M167 M209 M219 M229 M233 | 4:M4 M12 M16 M26 M38 M43 M59 M63 M75 M84 M93 M100 M105 M108 M119 M121 M142 M157 M165 M176 M205 M223 M231 M234 | 5:M2 M29 M32 M40 M47 M65 M80 M91 M98 M111 M112 M123 M140 M153 M162 M173 M179 M189 M193 M195 M206 M217 M226 M235 | 6:M1 M13 M23 M24 M53 M67 M76 M78 M88 M101 M117 M130 M146 M160 M163 M172 M174 M181 M183 M187 M200 M208 M213 M221 | 7:M20 M42 M54 M57 M72 M73 M87 M92 M99 M103 M122 M125 M131 M139 M154 M180 M184 M191 M198 M204 M212 M215 M220 M232 | 8:M5 M9 M17 M22 M33 M46 M50 M56 M66 M74 M79 M89 M102 M113 M124 M136 M143 M159 M192 M197 M210 M214 M224 M230 | 9:M8 M14 M35 M37 M41 M55 M62 M64 M85 M95 M97 M129 M137 M145 M151 M161 M169 M177 M188 M194 M202 M211 M216 M236 | 10:M15 M39 M51 M60 M70 M83 M116 M120 M128 M133 M141 M148 M158 M166 M170 M175 M185 M190 M196 M207 M225 M228,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence domain propagation: fixed point over direct edges | full precedence closure: cycle detection and graph statistics only | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) staircase/support precedence over reduced domains and direct E | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary internal-idle counts and range objective over P*",,,result,72603,485,2,73088
