instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
ticf-14crafa.fixed020-Forb,no,maxsat,direct,lex-idlesum,-,-,-,-,4.7 15
ticf-14crafa.fixed020-Forb,yes,maxsat,direct,lex-idlesum,-,-,-,-,4.8 15
