instance,sat_result,status,runtime_s,n_vars,n_hard_clauses,n_soft_clauses,n_optimization_clauses,n_total_clauses,peak_memory_mb,memory_metric,solver,precedence_mode,precedence_edge_mode,staircase,encoding_variant,objective,objective_mode,secondary_objective_value,secondary_proven_optimum,tertiary_objective_value,tertiary_proven_optimum,objective_participant_count,objective_participants,total_breaks,fairness_gap,idle_range,all_participant_idle_range,precedence_direct_edges,precedence_source_added_edges,precedence_encoded_edges,precedence_full_closure_edges,n_primary_objective_lits,n_secondary_objective_lits,participant_breaks,busy_participants_per_slot,assignment,schedule_by_slot,validation_errors,enabled_constraints,error_type,error_message,message_type,n_clauses,n_soft,objective_value,total_clauses
ticf-14crafa.prec15,SAT,OPTIMAL,177.012193,154459,398654,1497,0,400151,,peak_process_tree_rss_mb,maxsat,traditional,direct,no,imp12+,lexicographic_internal_idle_range_pstar_then_idle_sum,lex-idlesum,,,0,0,72,"1,2,3,4,5,6,8,9,11,12,14,17,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78",0,0,0,0,53,3,53,56,20,20,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","8,14,16,24,34,36,40,44,44,44,44,44,44,36,32,26,20,18,16,12,6,2","19,15,20,13,11,12,10,14,13,15,13,9,7,5,12,10,3,8,11,4,9,3,2,8,5,13,12,11,8,16,9,11,7,12,6,21,13,8,19,17,9,15,4,12,13,14,4,19,18,9,16,9,8,3,4,10,5,10,15,12,18,13,19,17,13,16,14,8,14,12,7,13,5,11,6,6,7,19,11,18,13,14,16,15,9,17,10,11,14,13,18,12,16,8,10,9,15,16,20,17,19,17,16,15,12,13,11,18,18,17,13,20,15,14,11,10,12,6,5,8,4,2,7,5,7,12,9,11,6,8,10,14,16,15,19,20,21,11,13,10,12,9,4,12,14,7,10,9,8,11,14,10,6,17,16,15,7,13,12,15,14,12,16,18,6,11,20,10,5,17,14,15,1,13,14,15,9,16,7,6,13,4,11,5,10,10,9,6,5,4,3,2,8,7,10,7,11,8,8,9,6,5,2,4,7,3,16,15,14,12,10,13,17,8,11,18,9,20,6,11,2,4,17,5,21,18,10,3,13,7,12,8,1,14,19,22,9,16,15,8,5,7,6,9,13,11,7,10,14,12,6,8,5,10,7,8,6,9,5,10,4,12,3,7,1,8,6,11,9,2,6,8,7,9,5,10,11,8,5,9,12,6,7,13,14,12,11,14,15,13,11,4,2,12,1,5,6,7,9,10,3,8",1:M173 M233 M265 M295 | 2:M23 M122 M192 M203 M221 M270 M293 | 3:M17 M22 M54 M191 M206 M228 M263 M301 | 4:M20 M43 M47 M55 M121 M143 M182 M190 M204 M222 M261 M292 | 5:M14 M25 M57 M73 M119 M124 M169 M184 M189 M202 M224 M241 M253 M259 M275 M279 M296 | 6:M35 M75 M76 M118 M129 M153 M165 M180 M188 M201 M219 M243 M251 M257 M267 M271 M282 M297 | 7:M13 M33 M71 M77 M123 M125 M146 M157 M179 M194 M196 M205 M230 M242 M247 M255 M264 M273 M283 M298 | 8:M18 M24 M29 M38 M53 M68 M94 M120 M130 M149 M193 M198 M199 M214 M232 M240 M252 M256 M266 M272 M278 M302 | 9:M12 M21 M31 M41 M50 M52 M85 M96 M127 M142 M148 M177 M187 M200 M217 M237 M244 M258 M269 M274 M280 M299 | 10:M7 M16 M56 M58 M87 M95 M116 M131 M140 M147 M152 M168 M185 M186 M195 M211 M227 M248 M254 M260 M276 M300 | 11:M5 M19 M28 M32 M74 M79 M88 M107 M115 M128 M138 M150 M166 M183 M197 M215 M220 M246 M268 M277 M287 M291 | 12:M6 M15 M27 M34 M44 M60 M70 M92 M105 M117 M126 M141 M144 M159 M162 M210 M231 M250 M262 M281 M286 M294 | 13:M4 M9 M11 M26 M37 M45 M62 M65 M72 M81 M90 M106 M111 M139 M158 M174 M181 M212 M229 M245 M284 M290 | 14:M8 M46 M67 M69 M82 M89 M114 M132 M145 M151 M161 M171 M175 M209 M234 M249 M285 M288 | 15:M2 M10 M42 M59 M84 M97 M104 M113 M134 M156 M160 M172 M176 M208 M239 M289 | 16:M30 M51 M66 M83 M93 M98 M103 M133 M155 M163 M178 M207 M238 | 17:M40 M64 M86 M100 M102 M110 M154 M170 M213 M223 | 18:M49 M61 M80 M91 M108 M109 M164 M216 M226 | 19:M1 M39 M48 M63 M78 M101 M135 M235 | 20:M3 M99 M112 M136 M167 M218 | 21:M36 M137 M225 | 22:M236,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence domain propagation: fixed point over direct edges | full precedence closure: cycle detection and graph statistics only | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) traditional pairwise precedence over direct E | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary internal-idle counts and range objective over P*",,,result,398654,1497,0,400151
ticf-14crafa.prec15,TIMEOUT,TIMEOUT,300.020971,154459,391529,20,0,391549,,peak_process_tree_rss_mb,maxsat,staircase,direct,yes,imp12+,lexicographic_internal_idle_range_pstar_then_idle_sum,lex-idlesum,,,,,72,"1,2,3,4,5,6,8,9,11,12,14,17,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78",,,,,53,3,53,56,20,1477,,,,,,,,,,,,,391549
