campaign_id,result_origin,reused_from_campaign_id,reused_from_plan_sha256,reused_from_run_key,reused_from_experiment_block,reused_from_configuration_id,reused_from_repetition,reused_from_run_order,reused_from_run_order_seed,reused_from_execution_shard_index,reused_from_campaign_log,reused_source_record_sha256,experiment_block,planned_configuration_id,repetition,run_order,run_key,attempt,run_order_seed,campaign_plan_sha256,execution_shard_count,execution_shard_indices,execution_shard_index,execution_shard_policy,instance,instance_content_id,base_lineage_id,instance_family,configuration_label,factor_m,factor_f,factor_p,factor_g,factor_b,factor_o,factor_s,factor_i,factor_c,factor_amo,status,sat_result,best_value,proven_optimum,objective_mode,compact_encoding,compact_encoding_features,participant_idle_cap_rule,participant_idle_cap_alpha,participant_idle_lower_bounds,participant_idle_upper_bounds,participant_idle_caps,participant_idle_bounds_feasible,participant_idle_cap_clause_count,collision_amo,collision_amo_cutoff,collision_amo_commander_group_size,collision_amo_pairwise_group_count,collision_amo_commander_group_count,collision_amo_commander_variable_count,collision_amo_clause_count,collision_amo_max_group_size,zero_break_certificate_participant,zero_break_certificate_reason,zero_break_branch,objective_vector,proven_objective_vector,primary_objective_value,secondary_objective_value,tertiary_objective_value,lexicographic_scalar_cost,objective_tier_weights,runtime_seconds,runtime_censored,peak_memory_mb,formalism,model_family,formulation_name,model_family_display_name,model_configuration_display_name,implementation_provenance,optimization_procedure_display_name,n_vars,n_binary_variables,n_integer_variables,n_continuous_variables,n_linear_constraints,n_global_constraints,n_nonzeros,n_hard_clauses,n_soft_clauses,n_total_clauses,n_primary_variables,n_auxiliary_variables,n_total_literals,max_hard_clause_length,configuration_id,configuration_key,domain_mode,domain_filter_graph,precedence_encoding,precedence_graph,optimization_engine,solver_backend,solver_version,encoding_variant,idle_encoding,objective,objective_code,implied_constraints_code,n_hard_literals,n_soft_literals,max_soft_clause_length,n_unit_hard_clauses,n_binary_hard_clauses,n_ternary_hard_clauses,n_long_hard_clauses,soft_clause_weight,soft_weight_sum,max_soft_weight_bits,n_objective_lits,occupancy_alias_count,prefix_alias_count,suffix_alias_count,first_alias_count,shared_counter_state_count,direct_range_soft_clause_count,n_optimizer_calls,best_bound,optimality_gap,branch_and_bound_nodes,cp_branches,cp_fails,n_bound_encodings,optimizer_added_variables_peak,optimizer_added_clauses_peak,optimizer_added_literals_peak,optimizer_added_clauses_cumulative,objective_phase_seconds,objective_phase_calls,formula_scope,full_schedule_candidates,unary_eligible_schedule_candidates,reduced_schedule_candidates,active_schedule_candidates,precedence_direct_edges,precedence_closure_edges,precedence_relation_edges,precedence_max_distance,precedence_pairwise_clauses,precedence_sparse_link_clauses,precedence_unique_suffix_cuts,domain_filter_iterations,domain_filter_seconds,input_parsing_seconds,model_construction_seconds,backend_model_construction_seconds,model_build_seconds,solve_and_validate_seconds,runtime_scope,idle_range_pstar,total_internal_idle_slots,maximum_internal_idle_slots,squared_internal_idle_slots,all_participant_idle_range,total_break_groups,break_group_range,participant_break_groups,memory_metric,instance_sha256,instance_variant,instance_path,source_alias_count,source_alias_paths,repository_alias_count,repository_alias_paths,dataset_source_page,dataset_archive_url,dataset_archive_sha256,run_started_utc,timeout_seconds,memory_limit_mb,git_commit,git_dirty,python_version,pysat_version,hostname,platform,cpu_model,physical_cpu_cores,logical_cpu_cores,system_memory_mb,threads,random_seed,runner_command,solver_binary,solver_binary_sha256,solver_command,validation_errors,solver_message,error_type,error_message,solver,maxsat_backend_preference,sat_backend_preference,resolved_uwrmaxsat_bin,precedence_mode,precedence_configuration,objective_value,objective_participant_count,objective_participants,initial_schedule_candidates,unary_removed_schedule_candidates,preprocessing_removed_schedule_candidates,removed_schedule_candidates,participant_internal_idle_slots,busy_participants_per_slot,assignment,schedule_by_slot,enabled_constraints,assignment_by_meeting,campaign_available_memory_mb_after,campaign_available_memory_mb_before,campaign_boot_id,campaign_executor_returncode,campaign_executor_seconds,campaign_load_15m_before,campaign_load_1m_after,campaign_load_1m_before,campaign_load_5m_before,campaign_log,message_type,participant_gap_slots,solver_cost,solver_runtime_seconds,validation_status
journal-main-objectives-v1,executed,,,,,,,,,,,,primary_two_models_three_objectives,published_2022_ir,1,7,journal-main-objectives-v1::primary_two_models_three_objectives::b2b-b70f8aa2e0c49890::published_2022_ir::rep-1,1,20260915,198e0a188f5c34bf698e1a89805124af5d04cd36118057fc28941530fc496389,2,0,0,content_rank_round_robin_v1,ticf-13crafb.original,b2b-b70f8aa2e0c49890,b2b-lineage-ticf-13crafb,original,ORG-F-PW-DE-PSC-IRP-UW-OBIC12P,ORGFull,N/A,Pairwise,Direct-E,PerSlotCardinality,IdleRangePstar,UWrMaxSAT,OldBestIC12+,,,OPTIMAL,SAT,2,2,ir,,,none,1/2,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","13,13,10,17,0,0,19,20,17,15,0,20,19,13,18,19,17,10,13,14,17,13,18,10,17,18,0,20,4,7,15,18,10,0,0,16,19,7,14,17,17,19,19,19,20,0,20,0,0,0,15,0,12,11,0,18,20,4,17,17,12,0,20,7,15,19,0,0,0,0,0,0,0,0,0,16","13,13,10,17,0,0,19,20,17,15,0,20,19,13,18,19,17,10,13,14,17,13,18,10,17,18,0,20,4,7,15,18,10,0,0,16,19,7,14,17,17,19,19,19,20,0,20,0,0,0,15,0,12,11,0,18,20,4,17,17,12,0,20,7,15,19,0,0,0,0,0,0,0,0,0,16",True,0,,,,,,,,,,,,2,2,2,,,2,1,4.338388,False,250.766,MaxSAT,ORGHistorical,ORG-Published-style-Idle,Published-style,Published-style/Full,independent_reimplementation,one-shot weighted MaxSAT,136770,,,,,,,396400,20,396420,4290,132480,915210,57,baseline1__model-org_old_best_maxsat__m-full__p-pairwise__g-direct__b-per_slot_cardinality__o-idle_range_pstar__s-uwrmaxsat__i-old_best_ic12plus__fairness-none,baseline1__model-org_old_best_maxsat__m-full__p-pairwise__g-direct__b-per_slot_cardinality__o-idle_range_pstar__s-uwrmaxsat__i-old_best_ic12plus__fairness-none,legacy_full,n/a,pairwise,direct,UWrMaxSAT,UWrMaxSAT,binary-sha256:82485b4b973d80c618b28eef348a09dc5bc1ab0654696e2ed3b1764f52ef8202,org_old_best_ic12plus,per_slot_cardinality,internal_idle_slot_range_pstar,IRP,OBIC12P,915190,20,1,1801,281670,109945,2984,1,20,1,20,,,,,,,1,,,,,,0,0,0,0,0,,,"formalism-specific model size: SAT/MaxSAT reports base CNF and soft clauses, MIP reports variables/linear constraints/nonzeros, and CP reports integer variables plus linear/global constraints; SAT bound/totalizer overhead remains separate in optimizer_added_*",4290,,,4290,0,,0,1,,0,0,,,0.023507,0.642865,,0.666372,3.672016,"wall-clock from immediately before reading/parsing the .dzn instance through model construction, optimization, solution decoding, and independent validation; excludes worker-process startup and result-file export",2,94,2,178,2,,,,peak_process_tree_rss_mb,b70f8aa2e0c49890061b084e7006cc86b3ab0070df756437461afdf2b3ca19d7,original,/home/g24021555/Business-Meeting-Scheduling-Problem/data_table03_origin/ticf-13crafb.original.dzn,1,/home/g24021555/Business-Meeting-Scheduling-Problem/data_table03_origin/ticf-13crafb.original.dzn,1,/home/g24021555/Business-Meeting-Scheduling-Problem/data_table03_origin/ticf-13crafb.original.dzn,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,,2026-09-20T02:21:36+00:00,7200.0,,b744eb02eefafd77172082a1dc15d4f892a4097e,False,3.10.12,1.8.dev25,instance-20260908-063614,Linux-6.8.0-1066-gcp-x86_64-with-glibc2.35,x86_64,4,8,15988.055,1,0,/home/g24021555/Business-Meeting-Scheduling-Problem/.venv/bin/python /home/g24021555/Business-Meeting-Scheduling-Problem/src/ORG_new.py --instance /home/g24021555/Business-Meeting-Scheduling-Problem/data_table03_origin/ticf-13crafb.original.dzn --timeout 7200.0 --uwrmaxsat-bin /home/g24021555/uwrmaxsat/build/release/bin/uwrmaxsat --uwrmaxsat-sha256 82485b4b973d80c618b28eef348a09dc5bc1ab0654696e2ed3b1764f52ef8202 --csv /home/g24021555/Business-Meeting-Scheduling-Problem/outputs/journal/main-objectives/shard-0-of-2/work/cell-hg2rc1eb/detailed.csv --excel-dir /home/g24021555/Business-Meeting-Scheduling-Problem/outputs/journal/main-objectives/shard-0-of-2/work/cell-hg2rc1eb/excel,/home/g24021555/uwrmaxsat/build/release/bin/uwrmaxsat,82485b4b973d80c618b28eef348a09dc5bc1ab0654696e2ed3b1764f52ef8202,/home/g24021555/uwrmaxsat/build/release/bin/uwrmaxsat -m /tmp/org_ticf-13crafb.original_rdn8xdk8.wcnf,,,,,UWrMaxSAT,,,,traditional,pairwise+direct,2,56,"1,2,3,4,7,8,9,10,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,28,29,30,31,32,33,36,37,38,39,40,41,42,43,44,45,47,48,51,53,54,56,57,58,59,60,61,62,63,64,65,66,76",,,,,"2,1,2,2,0,0,2,0,2,2,0,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,0,2,2,2,2,2,2,0,0,1,2,2,2,2,2,2,2,1,2,0,2,0,0,0,2,0,2,1,0,2,2,1,2,2,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,2",,,1:M75 M175 M189 | 2:M133 M172 | 3:M43 M123 M131 M168 M184 | 4:M30 M81 M89 M114 M141 M166 M177 M193 | 5:M52 M78 M108 M122 M144 M170 M194 | 6:M29 M73 M83 M91 M112 M118 M142 M164 M178 M191 | 7:M6 M39 M48 M74 M90 M115 M130 M169 M179 M195 | 8:M7 M14 M26 M55 M56 M72 M121 M125 M129 M174 M185 M192 | 9:M12 M37 M49 M77 M84 M88 M109 M117 M128 M145 M150 M173 M188 M190 | 10:M3 M17 M24 M27 M36 M71 M104 M111 M119 M134 M153 M165 M180 | 11:M4 M13 M22 M32 M33 M57 M63 M79 M82 M93 M120 M152 M156 M167 | 12:M1 M5 M10 M25 M31 M50 M60 M62 M80 M124 M126 M132 M171 M187 | 13:M8 M21 M28 M38 M47 M61 M70 M86 M98 M127 M135 M146 M157 M181 | 14:M11 M16 M19 M44 M54 M64 M85 M92 M103 M116 M137 M149 M151 M155 | 15:M9 M15 M23 M53 M59 M65 M87 M95 M107 M110 M136 M147 M160 M176 | 16:M2 M40 M46 M58 M68 M76 M102 M105 M113 M143 M158 M186 | 17:M18 M42 M51 M67 M99 M106 M161 M182 | 18:M41 M96 M138 M148 M162 M183 | 19:M20 M34 M97 M139 M163 | 20:M45 M69 M94 M140 M159 | 21:M101 M154 | 22:M35 M66 M100,,"M1:T12,M2:T16,M3:T10,M4:T11,M5:T12,M6:T7,M7:T8,M8:T13,M9:T15,M10:T12,M11:T14,M12:T9,M13:T11,M14:T8,M15:T15,M16:T14,M17:T10,M18:T17,M19:T14,M20:T19,M21:T13,M22:T11,M23:T15,M24:T10,M25:T12,M26:T8,M27:T10,M28:T13,M29:T6,M30:T4,M31:T12,M32:T11,M33:T11,M34:T19,M35:T22,M36:T10,M37:T9,M38:T13,M39:T7,M40:T16,M41:T18,M42:T17,M43:T3,M44:T14,M45:T20,M46:T16,M47:T13,M48:T7,M49:T9,M50:T12,M51:T17,M52:T5,M53:T15,M54:T14,M55:T8,M56:T8,M57:T11,M58:T16,M59:T15,M60:T12,M61:T13,M62:T12,M63:T11,M64:T14,M65:T15,M66:T22,M67:T17,M68:T16,M69:T20,M70:T13,M71:T10,M72:T8,M73:T6,M74:T7,M75:T1,M76:T16,M77:T9,M78:T5,M79:T11,M80:T12,M81:T4,M82:T11,M83:T6,M84:T9,M85:T14,M86:T13,M87:T15,M88:T9,M89:T4,M90:T7,M91:T6,M92:T14,M93:T11,M94:T20,M95:T15,M96:T18,M97:T19,M98:T13,M99:T17,M100:T22,M101:T21,M102:T16,M103:T14,M104:T10,M105:T16,M106:T17,M107:T15,M108:T5,M109:T9,M110:T15,M111:T10,M112:T6,M113:T16,M114:T4,M115:T7,M116:T14,M117:T9,M118:T6,M119:T10,M120:T11,M121:T8,M122:T5,M123:T3,M124:T12,M125:T8,M126:T12,M127:T13,M128:T9,M129:T8,M130:T7,M131:T3,M132:T12,M133:T2,M134:T10,M135:T13,M136:T15,M137:T14,M138:T18,M139:T19,M140:T20,M141:T4,M142:T6,M143:T16,M144:T5,M145:T9,M146:T13,M147:T15,M148:T18,M149:T14,M150:T9,M151:T14,M152:T11,M153:T10,M154:T21,M155:T14,M156:T11,M157:T13,M158:T16,M159:T20,M160:T15,M161:T17,M162:T18,M163:T19,M164:T6,M165:T10,M166:T4,M167:T11,M168:T3,M169:T7,M170:T5,M171:T12,M172:T2,M173:T9,M174:T8,M175:T1,M176:T15,M177:T4,M178:T6,M179:T7,M180:T10,M181:T13,M182:T17,M183:T18,M184:T3,M185:T8,M186:T16,M187:T12,M188:T9,M189:T1,M190:T9,M191:T6,M192:T8,M193:T4,M194:T5,M195:T7",15038.094,15114.645,0c0b5b32-ea8b-47e5-aba0-49294b9d1541,0,4.629819,0.00390625,0.12353515625,0.046875,0.0244140625,logs/000007_53b92e359de5_attempt-1.log,,"2,1,2,2,0,0,2,0,2,2,0,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,0,2,2,2,2,2,2,0,0,1,2,2,2,2,2,2,2,1,2,0,2,0,0,0,2,0,2,1,0,2,2,1,2,2,1,0,0,2,2,2,0,0,0,0,0,0,0,0,0,2",2,3.28351,PASSED
journal-main-objectives-v1,reused,journal-compact-objectives-v1,6f10ed301d388d033b7e7053e6e5ee6444de6785dd364f1e49e813d19de00d7f,journal-compact-objectives-v1::compact_ir_im_is_ablation::b2b-b70f8aa2e0c49890::irimis_cdf::rep-1,compact_ir_im_is_ablation,irimis_cdf,1,1627,20260915,0,logs/001627_08bb388205de_attempt-1.log,f305fb10083000135c69f772f20f95b9460a8a021bc3f4bd3c203ebb83ad8c38,primary_two_models_three_objectives,compact_cdf_ir_im_is,1,8,journal-main-objectives-v1::primary_two_models_three_objectives::b2b-b70f8aa2e0c49890::compact_cdf_ir_im_is::rep-1,1,20260915,198e0a188f5c34bf698e1a89805124af5d04cd36118057fc28941530fc496389,2,0,0,content_rank_round_robin_v1,ticf-13crafb.original,b2b-b70f8aa2e0c49890,b2b-lineage-ticf-13crafb,original,R-SS-DC-ST-IRIMIS-UW-IC12P-CABCD-FAMOAC,Reduced,Filter-E*,SparseSuffix,DistanceClosure-E*,SpanThreshold,IdleRangeThenMaximumIdleThenIdleSum,UWrMaxSAT,IC12+,OptimizedABCD,AdaptiveCommander,OPTIMAL,SAT,2,2,ir_im_is,optimized,"certified_bg,demand_driven,direct_range_soft,shared_counter",none,1/2,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","13,13,10,17,0,0,19,20,17,15,0,20,19,13,18,19,17,10,13,14,17,13,18,10,17,18,0,20,4,7,15,18,10,0,0,16,19,7,14,17,17,19,19,19,20,0,20,0,0,0,15,0,12,11,0,18,20,4,17,17,12,0,20,7,15,19,0,0,0,0,0,0,0,0,0,16","13,13,10,17,0,0,19,20,17,15,0,20,19,13,18,19,17,10,13,14,17,13,18,10,17,18,0,20,4,7,15,18,10,0,0,16,19,7,14,17,17,19,19,19,20,0,20,0,0,0,15,0,12,11,0,18,20,4,17,17,12,0,20,7,15,19,0,0,0,0,0,0,0,0,0,16",True,0,adaptive_commander,6,4,650,456,1274,13474,17,5,participant_requests_at_most_one_meeting,not_applicable,"2,2,14","2,2,14",2,2,14,36314,"17325,825,1",4539.591384,False,194.727,,,,Compact,Compact/Reduced,project_implementation,one-shot weighted MaxSAT,83988,,,,,,,186254,864,187118,3278,80710,442667,55,cfg5__m-reduced__p-sparse_suffix__g-distance_closure__b-span_threshold__o-idle_range_maximum_idle_sum__s-uwrmaxsat__i-imp12plus__backend-uwrmaxsat__c-optimized__amo-adaptive_commander,cfg5__m-reduced__p-sparse_suffix__g-distance_closure__b-span_threshold__o-idle_range_maximum_idle_sum__s-uwrmaxsat__i-imp12plus__backend-uwrmaxsat__c-optimized__amo-adaptive_commander,reduced,distance_closure,sparse_suffix,distance_closure,UWrMaxSAT,UWrMaxSAT,binary-sha256:82485b4b973d80c618b28eef348a09dc5bc1ab0654696e2ed3b1764f52ef8202,imp12+,span_threshold,lexicographic_idle_range_maximum_idle_then_idle_sum,IRIMIS,IC12P,441783,884,2,337,123005,61144,1768,,363824,15,864,368,76,68,56,0,20,1,,,,,,0,0,0,0,0,,,"formalism-specific model size: SAT/MaxSAT reports base CNF and soft clauses, MIP reports variables/linear constraints/nonzeros, and CP reports integer variables plus linear/global constraints; SAT bound/totalizer overhead remains separate in optimizer_added_*",4290,3278,3278,3278,0,0,0,0,0,0,0,1,0.193576,0.004979,0.446001,,0.45098,4539.140405,"wall-clock from immediately before reading/parsing the .dzn instance through model construction, optimization, solution decoding, and independent validation; excludes worker-process startup and result-file export",2,14,2,22,2,12,2,"1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",peak_process_tree_rss_mb,b70f8aa2e0c49890061b084e7006cc86b3ab0070df756437461afdf2b3ca19d7,original,/home/g24021555/Business-Meeting-Scheduling-Problem/data_table03_origin/ticf-13crafb.original.dzn,1,/home/g24021555/Business-Meeting-Scheduling-Problem/data_table03_origin/ticf-13crafb.original.dzn,1,/home/g24021555/Business-Meeting-Scheduling-Problem/data_table03_origin/ticf-13crafb.original.dzn,https://imae.udg.edu/Recerca/LAI/,https://ima.udg.edu/Recerca/lai/b2b/b2b.zip,,2026-09-18T01:34:14+00:00,7200.0,,b744eb02eefafd77172082a1dc15d4f892a4097e,False,3.10.12,1.8.dev25,instance-20260908-063614,Linux-6.8.0-1066-gcp-x86_64-with-glibc2.35,x86_64,4,8,15988.055,1,0,/home/g24021555/Business-Meeting-Scheduling-Problem/.venv/bin/python /home/g24021555/Business-Meeting-Scheduling-Problem/src/Main.py --instance /home/g24021555/Business-Meeting-Scheduling-Problem/data_table03_origin/ticf-13crafb.original.dzn --solver maxsat --objective-mode ir_im_is --compact-encoding optimized --collision-amo adaptive_commander --participant-idle-cap-rule none --participant-idle-cap-alpha 1/2 --domain-mode reduced --domain-filter-graph distance_closure --precedence-encoding sparse_suffix --precedence-graph distance_closure --encoding-variant imp12+ --maxsat-backend uwrmaxsat --sat-backend cadical --timeout 7200.0 --threads 1 --random-seed 0 --csv /home/g24021555/Business-Meeting-Scheduling-Problem/outputs/journal/compact-objectives/shard-0-of-2/work/cell-1g6jflrr/aggregate.csv --long-csv /home/g24021555/Business-Meeting-Scheduling-Problem/outputs/journal/compact-objectives/shard-0-of-2/work/cell-1g6jflrr/detailed.csv --no-excel --uwrmaxsat-bin /home/g24021555/uwrmaxsat/build/release/bin/uwrmaxsat --uwrmaxsat-sha256 82485b4b973d80c618b28eef348a09dc5bc1ab0654696e2ed3b1764f52ef8202,/home/g24021555/uwrmaxsat/build/release/bin/uwrmaxsat,82485b4b973d80c618b28eef348a09dc5bc1ab0654696e2ed3b1764f52ef8202,/home/g24021555/uwrmaxsat/build/release/bin/uwrmaxsat -m /tmp/b2b_uwrmaxsat_ca80s_t3/ticf-13crafb.original.wcnf,,process exit code=30,,,maxsat,uwrmaxsat,,/home/g24021555/uwrmaxsat/build/release/bin/uwrmaxsat,staircase,sparse_suffix+distance_closure,2,56,"1,2,3,4,7,8,9,10,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,28,29,30,31,32,33,36,37,38,39,40,41,42,43,44,45,47,48,51,53,54,56,57,58,59,60,61,62,63,64,65,66,76",3278,1012,0,0,"1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","2,6,12,16,20,24,28,28,28,28,28,28,28,28,22,16,12,10,12,8,4,2","7,15,12,11,10,6,3,14,12,10,13,11,12,7,13,15,10,14,14,16,13,11,17,8,12,9,12,9,4,2,11,12,11,18,19,10,5,14,6,15,19,16,3,13,17,15,13,9,10,11,18,4,16,14,7,7,5,8,5,6,14,10,12,15,13,20,18,16,21,14,7,9,5,10,3,14,13,6,11,12,4,12,8,11,15,14,13,7,6,8,7,9,8,18,19,14,20,15,16,21,22,17,13,9,8,13,10,10,9,15,11,8,6,13,5,14,10,4,11,12,9,6,7,8,8,6,9,7,10,5,3,9,8,14,13,15,11,20,19,17,16,2,7,6,4,7,4,8,5,11,10,12,9,11,13,18,16,14,20,15,17,12,19,5,6,4,11,3,7,9,8,1,10,12,2,12,6,17,5,14,13,7,19,16,9,15,10,8,6,8,4,9,3,7,5",1:M172 | 2:M30 M142 M175 | 3:M7 M43 M75 M131 M168 M193 | 4:M29 M52 M81 M118 M145 M147 M166 M191 | 5:M37 M57 M59 M73 M115 M130 M149 M164 M179 M195 | 6:M6 M39 M60 M78 M89 M113 M122 M126 M144 M165 M177 M189 | 7:M1 M14 M55 M56 M71 M88 M91 M123 M128 M143 M146 M169 M182 M194 | 8:M24 M58 M83 M90 M93 M105 M112 M124 M125 M133 M148 M171 M188 M190 | 9:M26 M28 M48 M72 M92 M104 M109 M121 M127 M132 M153 M170 M185 M192 | 10:M5 M10 M17 M36 M49 M62 M74 M107 M108 M117 M129 M151 M173 M187 | 11:M4 M12 M22 M31 M33 M50 M79 M84 M111 M119 M137 M150 M154 M167 | 12:M3 M9 M13 M25 M27 M32 M63 M80 M82 M120 M152 M162 M174 M176 | 13:M11 M15 M21 M44 M47 M65 M77 M87 M103 M106 M114 M135 M155 M181 | 14:M8 M18 M19 M38 M54 M61 M70 M76 M86 M96 M116 M134 M158 M180 | 15:M2 M16 M40 M46 M64 M85 M98 M110 M136 M160 M186 | 16:M20 M42 M53 M68 M99 M141 M157 M184 | 17:M23 M45 M102 M140 M161 M178 | 18:M34 M51 M67 M94 M156 | 19:M35 M41 M95 M139 M163 M183 | 20:M66 M97 M138 M159 | 21:M69 M100 | 22:M101,"journal objective family: ir_im_is | compact objective encoding preset: optimized | participant collision AMO: adaptive_commander | F-selected distance-labelled E* domain propagation and cycle detection | precedence configuration: F=distance_closure, P=sparse_suffix, G=distance_closure | Reduced Domain variables after unary filtering + matching GAC + slot saturation | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot; AMO=adaptive_commander, commander_cutoff=6, commander_group_size=4 | (46),(47) clustered table capacity with compact forward channeling | (28) SparseSuffix precedence over distance_closure distance-labelled relations | linear P* first/last span encoding: B(p)=last-first+1-|Mp| | exact schedule <-> usedSlot channeling | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact max/min objective gap over P* with no hard upper bound",,15211.699,15202.312,0c0b5b32-ea8b-47e5-aba0-49294b9d1541,0,4539.886245,1.0517578125,1.04296875,1.02978515625,1.0390625,logs/reused/journal-compact-objectives-v1/001627_08bb388205de_attempt-1.log,result,,,,
