instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
forumt-14crafe.original,no,multiple,direct,lexicographic,-,-,-,-,7.8 2
forumt-14crafe.original,yes,multiple,direct,lexicographic,-,-,-,-,7.9 2
