instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
tic-14crafa.forb0003,no,multiple,direct,lexicographic,-,-,-,-,0.6 0
tic-14crafa.forb0003,yes,multiple,direct,lexicographic,-,-,-,-,0.6 0
