instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
ticf-13crafc.forb0007,no,multiple,direct,lexicographic,-,-,-,-,19.7 0
ticf-13crafc.forb0007,yes,multiple,direct,lexicographic,-,-,-,-,19.4 0
