instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
forumt-14crafc.prec25,no,incremental,direct,lexicographic,-,-,-,-,13.4 2
forumt-14crafc.prec25,yes,incremental,direct,lexicographic,-,-,-,-,8.2 2
