instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
ticf-13crafc.original,no,incremental,direct,lexicographic,-,-,-,-,12.5 0
ticf-13crafc.original,yes,incremental,direct,lexicographic,-,-,-,-,12.8 0
