instance,sat_result,status,runtime_s,n_vars,n_hard_clauses,n_soft_clauses,n_optimization_clauses,n_total_clauses,peak_memory_mb,memory_metric,solver,precedence_mode,precedence_edge_mode,staircase,encoding_variant,objective,objective_mode,secondary_objective_value,secondary_proven_optimum,tertiary_objective_value,tertiary_proven_optimum,objective_participant_count,objective_participants,total_breaks,fairness_gap,idle_range,all_participant_idle_range,precedence_direct_edges,precedence_source_added_edges,precedence_encoded_edges,precedence_full_closure_edges,n_primary_objective_lits,n_secondary_objective_lits,participant_breaks,busy_participants_per_slot,assignment,schedule_by_slot,validation_errors,enabled_constraints,error_type,error_message,message_type,n_clauses,n_soft,objective_value,total_clauses
forumt-14crafe.original,SAT,OPTIMAL,7.767632,26665,77222,0,0,77222,,peak_process_tree_rss_mb,multiple,traditional,direct,no,imp12+,lexicographic_internal_idle_range_pstar_then_idle_max,lexicographic,2,2,9,9,59,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60",9,2,2,2,0,0,0,0,8,8,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2","44,44,48,48,48,48,48,48,48,48","7,2,3,4,1,6,10,8,1,3,2,1,4,2,3,9,5,7,8,6,1,10,6,9,3,5,7,10,2,5,8,10,7,1,3,2,4,9,3,4,1,4,5,2,10,9,7,2,5,3,9,6,8,7,10,9,8,10,2,7,6,5,3,7,2,1,4,5,10,8,6,9,6,1,2,8,3,8,5,10,1,6,9,3,7,4,2,3,7,5,8,6,2,1,4,1,4,5,6,2,4,10,9,5,6,8,8,9,10,7,6,7,1,8,6,2,3,10,5,8,1,3,10,8,6,4,3,7,9,5,10,2,7,3,8,7,9,2,5,1,6,4,5,6,1,10,4,3,7,10,10,2,4,1,8,5,9,7,3,6,10,2,4,9,8,7,3,8,9,2,3,5,1,7,8,4,1,2,9,10,4,3,4,6,7,9,5,4,6,1,2,3,6,8,1,4,10,9,7,5,9,5,3,1,9,6,8,4,7,10,5,8,6,9,9,7,3,1,4,6,9,8,10,5,2,4,6,10,8,5,3,7,4,9,5,10",1:M5 M9 M12 M21 M34 M41 M66 M74 M81 M94 M96 M113 M121 M140 M145 M154 M173 M177 M190 M195 M204 M218 | 2:M2 M11 M14 M29 M36 M44 M48 M59 M65 M75 M87 M93 M100 M116 M132 M138 M152 M162 M170 M178 M191 M225 | 3:M3 M10 M15 M25 M35 M39 M50 M63 M77 M84 M88 M117 M122 M127 M134 M148 M159 M167 M171 M182 M192 M203 M217 M231 | 4:M4 M13 M37 M40 M42 M67 M86 M95 M97 M101 M126 M142 M147 M153 M163 M176 M181 M183 M188 M196 M208 M219 M226 M233 | 5:M17 M26 M30 M43 M49 M62 M68 M79 M90 M98 M104 M119 M130 M139 M143 M156 M172 M187 M200 M202 M211 M224 M230 M235 | 6:M6 M20 M23 M52 M61 M71 M73 M82 M92 M99 M105 M111 M115 M125 M141 M144 M160 M184 M189 M193 M206 M213 M220 M227 | 7:M1 M18 M27 M33 M47 M54 M60 M64 M85 M89 M110 M112 M128 M133 M136 M149 M158 M166 M174 M185 M199 M209 M216 M232 | 8:M8 M19 M31 M53 M57 M70 M76 M78 M91 M106 M107 M114 M120 M124 M135 M155 M165 M168 M175 M194 M207 M212 M222 M229 | 9:M16 M24 M38 M46 M51 M56 M72 M83 M103 M108 M129 M137 M157 M164 M169 M179 M186 M198 M201 M205 M214 M215 M221 M234 | 10:M7 M22 M28 M32 M45 M55 M58 M69 M80 M102 M109 M118 M123 M131 M146 M150 M151 M161 M180 M197 M210 M223 M228 M236,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence domain propagation: fixed point over direct edges | full precedence closure: cycle detection and graph statistics only | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) traditional pairwise precedence over direct E | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary internal-idle counts and range objective over P*",,,result,77222,,2,77222
forumt-14crafe.original,SAT,OPTIMAL,7.863925,26665,77222,0,0,77222,,peak_process_tree_rss_mb,multiple,staircase,direct,yes,imp12+,lexicographic_internal_idle_range_pstar_then_idle_max,lexicographic,2,2,9,9,59,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60",9,2,2,2,0,0,0,0,8,8,"0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2","44,44,48,48,48,48,48,48,48,48","7,2,3,4,1,6,10,8,1,3,2,1,4,2,3,9,5,7,8,6,1,10,6,9,3,5,7,10,2,5,8,10,7,1,3,2,4,9,3,4,1,4,5,2,10,9,7,2,5,3,9,6,8,7,10,9,8,10,2,7,6,5,3,7,2,1,4,5,10,8,6,9,6,1,2,8,3,8,5,10,1,6,9,3,7,4,2,3,7,5,8,6,2,1,4,1,4,5,6,2,4,10,9,5,6,8,8,9,10,7,6,7,1,8,6,2,3,10,5,8,1,3,10,8,6,4,3,7,9,5,10,2,7,3,8,7,9,2,5,1,6,4,5,6,1,10,4,3,7,10,10,2,4,1,8,5,9,7,3,6,10,2,4,9,8,7,3,8,9,2,3,5,1,7,8,4,1,2,9,10,4,3,4,6,7,9,5,4,6,1,2,3,6,8,1,4,10,9,7,5,9,5,3,1,9,6,8,4,7,10,5,8,6,9,9,7,3,1,4,6,9,8,10,5,2,4,6,10,8,5,3,7,4,9,5,10",1:M5 M9 M12 M21 M34 M41 M66 M74 M81 M94 M96 M113 M121 M140 M145 M154 M173 M177 M190 M195 M204 M218 | 2:M2 M11 M14 M29 M36 M44 M48 M59 M65 M75 M87 M93 M100 M116 M132 M138 M152 M162 M170 M178 M191 M225 | 3:M3 M10 M15 M25 M35 M39 M50 M63 M77 M84 M88 M117 M122 M127 M134 M148 M159 M167 M171 M182 M192 M203 M217 M231 | 4:M4 M13 M37 M40 M42 M67 M86 M95 M97 M101 M126 M142 M147 M153 M163 M176 M181 M183 M188 M196 M208 M219 M226 M233 | 5:M17 M26 M30 M43 M49 M62 M68 M79 M90 M98 M104 M119 M130 M139 M143 M156 M172 M187 M200 M202 M211 M224 M230 M235 | 6:M6 M20 M23 M52 M61 M71 M73 M82 M92 M99 M105 M111 M115 M125 M141 M144 M160 M184 M189 M193 M206 M213 M220 M227 | 7:M1 M18 M27 M33 M47 M54 M60 M64 M85 M89 M110 M112 M128 M133 M136 M149 M158 M166 M174 M185 M199 M209 M216 M232 | 8:M8 M19 M31 M53 M57 M70 M76 M78 M91 M106 M107 M114 M120 M124 M135 M155 M165 M168 M175 M194 M207 M212 M222 M229 | 9:M16 M24 M38 M46 M51 M56 M72 M83 M103 M108 M129 M137 M157 M164 M169 M179 M186 M198 M201 M205 M214 M215 M221 M234 | 10:M7 M22 M28 M32 M45 M55 M58 M69 M80 M102 M109 M118 M123 M131 M146 M150 M151 M161 M180 M197 M210 M223 M228 M236,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence domain propagation: fixed point over direct edges | full precedence closure: cycle detection and graph statistics only | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) staircase/support precedence over reduced domains and direct E | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary internal-idle counts and range objective over P*",,,result,77222,,2,77222
