instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
ticf-13crafa.forb0003,no,multiple,direct,lexicographic,-,-,-,-,3.2 0
ticf-13crafa.forb0003,yes,multiple,direct,lexicographic,-,-,-,-,3.2 0
