instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
tic-13crafc.original,no,multiple,direct,lexicographic,-,-,-,-,120.0 1
tic-13crafc.original,yes,multiple,direct,lexicographic,-,-,-,-,119.7 1
