instance,sat_result,status,runtime_s,n_vars,n_hard_clauses,n_soft_clauses,n_optimization_clauses,n_total_clauses,peak_memory_mb,memory_metric,solver,precedence_mode,precedence_edge_mode,staircase,encoding_variant,objective,objective_mode,secondary_objective_value,secondary_proven_optimum,tertiary_objective_value,tertiary_proven_optimum,objective_participant_count,objective_participants,total_breaks,fairness_gap,idle_range,all_participant_idle_range,precedence_direct_edges,precedence_source_added_edges,precedence_encoded_edges,precedence_full_closure_edges,n_primary_objective_lits,n_secondary_objective_lits,participant_breaks,busy_participants_per_slot,assignment,schedule_by_slot,validation_errors,enabled_constraints,error_type,error_message,message_type,n_clauses,n_soft,objective_value,total_clauses
ticf-13crafc.prec15,SAT,OPTIMAL,18.471851,86915,208909,0,0,208909,,peak_process_tree_rss_mb,multiple,traditional,direct,no,imp12+,lexicographic_internal_idle_range_pstar_then_idle_max,lexicographic,1,1,58,58,58,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,44,45,46,47,48,49,50,52,53,54,56,57,59,60,62,63,64,65,66,70",58,0,0,1,14,0,14,14,19,19,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1","14,20,22,24,24,24,24,24,22,24,24,18,18,10,6,6,2,2,0,0,0","5,2,1,8,10,4,7,3,6,14,12,13,14,10,16,17,18,15,4,5,2,1,6,7,10,8,1,2,5,8,3,6,7,4,7,9,11,5,10,8,13,11,14,16,15,9,5,3,2,8,9,7,3,4,11,5,6,11,12,9,8,13,6,1,2,4,3,6,4,8,11,10,1,5,7,3,2,13,6,9,10,12,8,2,4,5,11,3,8,3,10,12,4,9,11,6,2,7,11,7,9,12,10,13,4,11,10,13,12,7,5,6,9,6,4,3,9,5,8,1,2,11,14,15,13,7,4,5,3,8,12,6,10,7,6,3,1,8,11,12,5,13,4,2,10,14,9,16,12,7,10,13,11,9",1:M3 M22 M27 M64 M73 M120 M137 | 2:M2 M21 M28 M49 M65 M77 M84 M97 M121 M144 | 3:M8 M31 M48 M53 M67 M76 M88 M90 M116 M129 M136 | 4:M6 M19 M34 M54 M66 M69 M85 M93 M105 M115 M127 M143 | 5:M1 M20 M29 M38 M47 M56 M74 M86 M111 M118 M128 M141 | 6:M9 M23 M32 M57 M63 M68 M79 M96 M112 M114 M132 M135 | 7:M7 M24 M33 M35 M52 M75 M98 M100 M110 M126 M134 M150 | 8:M4 M26 M30 M40 M50 M61 M70 M83 M89 M119 M130 M138 | 9:M36 M46 M51 M60 M80 M94 M101 M113 M117 M147 M154 | 10:M5 M14 M25 M39 M72 M81 M91 M103 M107 M133 M145 M151 | 11:M37 M42 M55 M58 M71 M87 M95 M99 M106 M122 M139 M153 | 12:M11 M59 M82 M92 M102 M109 M131 M140 M149 | 13:M12 M41 M62 M78 M104 M108 M125 M142 M152 | 14:M10 M13 M43 M123 M146 | 15:M18 M45 M124 | 16:M15 M44 M148 | 17:M16 | 18:M17 | 19: | 20: | 21:,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence domain propagation: fixed point over direct edges | full precedence closure: cycle detection and graph statistics only | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) traditional pairwise precedence over direct E | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary internal-idle counts and range objective over P*",,,result,208909,,0,208909
ticf-13crafc.prec15,SAT,OPTIMAL,14.82548,86915,207453,0,0,207453,,peak_process_tree_rss_mb,multiple,staircase,direct,yes,imp12+,lexicographic_internal_idle_range_pstar_then_idle_max,lexicographic,1,1,58,58,58,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,44,45,46,47,48,49,50,52,53,54,56,57,59,60,62,63,64,65,66,70",58,0,0,1,14,0,14,14,19,19,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1","10,16,18,24,24,24,24,24,24,24,24,24,22,10,8,6,2,0,0,0,0","1,4,10,6,8,5,9,2,3,14,8,11,12,10,13,15,16,14,3,4,2,1,5,7,7,5,6,13,7,10,9,12,11,8,9,11,13,6,12,10,11,13,14,17,15,4,3,2,8,10,5,2,7,3,9,4,1,8,10,7,6,5,4,1,6,3,2,8,4,9,10,12,11,5,6,3,13,9,7,11,12,13,6,5,3,4,8,2,2,3,7,11,4,10,9,8,5,12,12,6,11,10,7,9,11,6,13,12,8,7,4,9,5,9,12,8,5,10,13,6,4,14,9,13,16,7,4,10,12,6,5,15,11,5,7,9,1,4,12,15,11,14,6,2,3,8,16,13,12,10,8,13,11,7",1:M1 M22 M57 M64 M137 | 2:M8 M21 M48 M52 M67 M88 M89 M144 | 3:M9 M19 M47 M54 M66 M76 M85 M90 M145 | 4:M2 M20 M46 M56 M63 M69 M86 M93 M111 M121 M127 M138 | 5:M6 M23 M26 M51 M62 M74 M84 M97 M113 M117 M131 M134 | 6:M4 M27 M38 M61 M65 M75 M83 M100 M106 M120 M130 M143 | 7:M24 M25 M29 M53 M60 M79 M91 M103 M110 M126 M135 M154 | 8:M5 M11 M34 M49 M58 M68 M87 M96 M109 M116 M146 M151 | 9:M7 M31 M35 M55 M70 M78 M95 M104 M112 M114 M123 M136 | 10:M3 M14 M30 M40 M50 M59 M71 M94 M102 M118 M128 M150 | 11:M12 M33 M36 M41 M73 M80 M92 M101 M105 M133 M141 M153 | 12:M13 M32 M39 M72 M81 M98 M99 M108 M115 M129 M139 M149 | 13:M15 M28 M37 M42 M77 M82 M107 M119 M124 M148 M152 | 14:M10 M18 M43 M122 M142 | 15:M16 M45 M132 M140 | 16:M17 M125 M147 | 17:M44 | 18: | 19: | 20: | 21:,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence domain propagation: fixed point over direct edges | full precedence closure: cycle detection and graph statistics only | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) staircase/support precedence over reduced domains and direct E | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary internal-idle counts and range objective over P*",,,result,207453,,0,207453
