instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
forumt-14crafe.prec25,no,multiple,direct,lexicographic,-,-,-,-,23.5 2
forumt-14crafe.prec25,yes,multiple,direct,lexicographic,-,-,-,-,24.1 2
