instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
forumt-14crafd.prec25,no,multiple,direct,lexicographic,-,-,-,-,22.7 2
forumt-14crafd.prec25,yes,multiple,direct,lexicographic,-,-,-,-,13.8 2
