instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
tic-14crafc.fixed020-Forb,no,multiple,direct,lexicographic,-,-,-,-,10.9 2
tic-14crafc.fixed020-Forb,yes,multiple,direct,lexicographic,-,-,-,-,10.5 2
