instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
ticf-13crafc.forb0003,no,incremental,direct,lexicographic,-,-,-,-,11.0 0
ticf-13crafc.forb0003,yes,incremental,direct,lexicographic,-,-,-,-,11.0 0
