instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
forumt-14crafc.fixed020-Forb,no,incremental,direct,lexicographic,-,-,-,-,1.7 2
forumt-14crafc.fixed020-Forb,yes,incremental,direct,lexicographic,-,-,-,-,1.7 2
