instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
tic-13crafc.prec15,no,maxsat,direct,lex-idlesum,-,-,-,-,2856.0 1
tic-13crafc.prec15,yes,maxsat,direct,lex-idlesum,-,-,-,-,TO -
