instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
ticf-13crafc.fixed040-Forb,no,multiple,direct,lexicographic,-,-,-,-,633.9 12
ticf-13crafc.fixed040-Forb,yes,multiple,direct,lexicographic,-,-,-,-,643.6 12
