instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
forum-13crafc.prec15,no,maxsat,direct,lexicographic,-,-,-,-,11.7 0
forum-13crafc.prec15,yes,maxsat,direct,lexicographic,-,-,-,-,14.2 0
