instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
forum-13crafc.forb0007,no,maxsat,direct,lexicographic,-,-,-,-,8.1 0
forum-13crafc.forb0007,yes,maxsat,direct,lexicographic,-,-,-,-,8.3 0
