instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
ticf-14crafa.prec15,no,maxsat,direct,lexicographic,-,-,-,-,262.4 0
ticf-14crafa.prec15,yes,maxsat,direct,lexicographic,-,-,-,-,288.1 0
