instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
tic-13crafb.prec25,no,incremental,direct,lex-idlesum,-,-,-,-,0.4 0
tic-13crafb.prec25,yes,incremental,direct,lex-idlesum,-,-,-,-,1.0 0
