instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
ticf-13crafb.forb0007,no,incremental,direct,lex-idlesum,-,-,-,-,TO -
ticf-13crafb.forb0007,yes,incremental,direct,lex-idlesum,-,-,-,-,TO -
