instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
forum-13crafc.original,no,incremental,direct,lex-idlesum,-,-,-,-,8.7 0
forum-13crafc.original,yes,incremental,direct,lex-idlesum,-,-,-,-,8.7 0
