instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
ticf-13crafc.fixed040-Forb,no,incremental,direct,lex-idlesum,-,-,-,-,5.8 12
ticf-13crafc.fixed040-Forb,yes,incremental,direct,lex-idlesum,-,-,-,-,5.9 12
