instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
forumt-14crafd.prec25,no,incremental,direct,lex-idlesum,-,-,-,-,4.5 2
forumt-14crafd.prec25,yes,incremental,direct,lex-idlesum,-,-,-,-,5.5 2
