instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
tic-13crafc.original,no,multiple,direct,lex-idlesum,-,-,-,-,131.1 1
tic-13crafc.original,yes,multiple,direct,lex-idlesum,-,-,-,-,130.3 1
