instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
tic-12crafc.prec25,no,multiple,direct,lex-idlesum,-,-,-,-,0.4 0
tic-12crafc.prec25,yes,multiple,direct,lex-idlesum,-,-,-,-,1.4 0
