instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
ticf-14crafa.fixed040-Forb,no,maxsat,direct,lex-idlesum,-,-,-,-,32.3 16
ticf-14crafa.fixed040-Forb,yes,maxsat,direct,lex-idlesum,-,-,-,-,29.8 16
