instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
tic-13crafb.fixed020-Forb,no,incremental,direct,lex-idlesum,-,-,-,-,0.4 1
tic-13crafb.fixed020-Forb,yes,incremental,direct,lex-idlesum,-,-,-,-,0.5 1
