instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
forum-13crafc.forb0007,no,multiple,direct,lex-idlesum,-,-,-,-,54.8 0
forum-13crafc.forb0007,yes,multiple,direct,lex-idlesum,-,-,-,-,54.9 0
