instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
forumt-14crafe.prec15,no,multiple,direct,lex-idlesum,-,-,-,-,21.9 2
forumt-14crafe.prec15,yes,multiple,direct,lex-idlesum,-,-,-,-,15.1 2
