instance,sat_result,status,runtime_s,n_vars,n_hard_clauses,n_soft_clauses,n_optimization_clauses,n_total_clauses,peak_memory_mb,memory_metric,solver,precedence_mode,precedence_edge_mode,staircase,encoding_variant,objective,objective_mode,secondary_objective_value,secondary_proven_optimum,tertiary_objective_value,tertiary_proven_optimum,objective_participant_count,objective_participants,total_breaks,fairness_gap,idle_range,all_participant_idle_range,precedence_direct_edges,precedence_source_added_edges,precedence_encoded_edges,precedence_full_closure_edges,n_primary_objective_lits,n_secondary_objective_lits,participant_breaks,busy_participants_per_slot,assignment,schedule_by_slot,validation_errors,enabled_constraints,error_type,error_message,message_type,n_clauses,n_soft,objective_value,total_clauses
forumt-14crafe.prec25,SAT,OPTIMAL,42.545423,26191,74296,0,0,74296,,peak_process_tree_rss_mb,multiple,traditional,direct,no,imp12+,lexicographic_internal_idle_range_pstar_then_idle_sum,lex-idlesum,,,9,9,59,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60",9,2,2,2,96,33,96,144,8,8,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2","46,48,48,48,48,48,48,48,48,42","7,8,6,5,10,3,1,4,5,1,3,4,6,1,7,4,9,2,8,5,3,7,10,8,4,6,3,5,3,1,6,9,6,2,8,3,9,4,7,6,3,10,5,6,2,7,8,1,5,3,7,2,8,10,9,9,5,1,4,10,2,7,1,9,5,7,6,2,3,10,4,8,9,3,5,10,1,8,6,10,1,7,9,4,2,5,3,4,7,2,5,8,3,1,6,4,7,6,9,2,9,3,4,7,2,1,9,6,10,7,8,8,10,2,1,5,9,3,4,10,4,8,1,8,7,3,6,4,5,2,10,5,8,3,10,7,6,5,2,8,1,4,8,3,10,9,4,7,1,9,6,1,7,8,3,2,9,10,5,4,7,5,3,1,4,10,8,4,2,9,10,8,1,7,5,9,8,1,6,10,2,3,2,9,6,1,5,6,1,4,2,3,6,8,6,2,10,7,5,9,2,10,3,6,9,1,8,4,2,7,7,5,9,6,5,3,5,7,2,6,8,1,4,9,10,5,2,9,3,4,6,7,2,4,8,9",1:M7 M10 M14 M30 M48 M58 M63 M77 M81 M94 M106 M115 M123 M141 M149 M152 M164 M173 M178 M186 M189 M206 M222 | 2:M18 M34 M45 M52 M61 M68 M85 M90 M100 M105 M114 M130 M139 M156 M169 M181 M183 M191 M196 M201 M209 M219 M227 M233 | 3:M6 M11 M21 M27 M29 M36 M41 M50 M69 M74 M87 M93 M102 M118 M126 M134 M144 M155 M163 M182 M192 M203 M216 M229 | 4:M8 M12 M16 M25 M38 M59 M71 M84 M88 M96 M103 M119 M121 M128 M142 M147 M160 M165 M168 M190 M208 M223 M230 M234 | 5:M4 M9 M20 M28 M43 M49 M57 M65 M75 M86 M91 M116 M129 M132 M138 M159 M162 M175 M187 M199 M212 M215 M217 M226 | 6:M3 M13 M26 M31 M33 M40 M44 M67 M79 M95 M98 M108 M127 M137 M151 M179 M185 M188 M193 M195 M204 M214 M220 M231 | 7:M1 M15 M22 M39 M46 M51 M62 M66 M82 M89 M97 M104 M110 M125 M136 M148 M153 M161 M174 M198 M210 M211 M218 M232 | 8:M2 M19 M24 M35 M47 M53 M72 M78 M92 M111 M112 M122 M124 M133 M140 M143 M154 M167 M172 M177 M194 M207 M221 M235 | 9:M17 M32 M37 M55 M56 M64 M73 M83 M99 M101 M107 M117 M146 M150 M157 M170 M176 M184 M200 M205 M213 M224 M228 M236 | 10:M5 M23 M42 M54 M60 M70 M76 M80 M109 M113 M120 M131 M135 M145 M158 M166 M171 M180 M197 M202 M225,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence domain propagation: fixed point over direct edges | full precedence closure: cycle detection and graph statistics only | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) traditional pairwise precedence over direct E | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary internal-idle counts and range objective over P*",,,result,74296,,2,74296
forumt-14crafe.prec25,SAT,OPTIMAL,41.663703,26191,72603,0,0,72603,,peak_process_tree_rss_mb,multiple,staircase,direct,yes,imp12+,lexicographic_internal_idle_range_pstar_then_idle_sum,lex-idlesum,,,9,9,59,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60",9,2,2,2,96,33,96,144,8,8,"0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2","44,48,48,48,48,48,48,48,48,44","3,5,1,4,7,10,9,8,4,2,1,6,6,5,7,8,4,1,10,2,3,8,7,2,4,5,1,10,3,2,7,5,4,3,9,2,10,8,9,7,2,8,3,1,10,9,6,4,3,5,10,1,6,8,9,6,3,7,4,5,1,9,1,5,3,9,10,4,7,8,2,6,1,6,8,2,3,10,7,9,2,5,6,3,1,4,8,7,9,3,6,5,4,2,8,4,9,6,3,1,5,7,8,2,3,4,5,3,1,4,2,5,9,3,1,10,7,6,8,5,3,8,6,9,8,3,2,5,7,4,4,1,10,6,1,10,9,3,2,8,4,7,10,4,9,5,7,8,2,10,9,2,4,3,7,5,6,10,8,1,6,9,2,8,3,10,7,5,2,10,3,7,1,8,10,6,4,1,7,9,5,2,6,7,10,5,5,2,6,4,1,3,6,6,2,5,7,4,8,9,10,9,2,5,7,8,10,4,6,1,9,8,6,7,9,10,7,3,5,8,1,2,4,6,9,6,3,9,2,4,8,7,1,9,5,10",1:M3 M11 M18 M27 M44 M52 M61 M63 M73 M85 M100 M109 M115 M132 M135 M160 M173 M178 M191 M210 M221 M233 | 2:M10 M20 M24 M30 M36 M41 M71 M76 M81 M94 M104 M111 M127 M139 M149 M152 M163 M169 M182 M188 M195 M203 M222 M229 | 3:M1 M21 M29 M34 M43 M49 M57 M65 M77 M84 M90 M99 M105 M108 M114 M121 M126 M138 M154 M165 M171 M192 M218 M227 | 4:M4 M9 M17 M25 M33 M48 M59 M68 M86 M93 M96 M106 M110 M130 M131 M141 M144 M153 M177 M190 M198 M208 M223 M230 | 5:M2 M14 M26 M32 M50 M60 M64 M82 M92 M101 M107 M112 M120 M128 M146 M156 M168 M181 M186 M187 M196 M204 M219 M235 | 6:M12 M13 M47 M53 M56 M72 M74 M83 M91 M98 M118 M123 M134 M157 M161 M176 M183 M189 M193 M194 M209 M213 M224 M226 | 7:M5 M15 M23 M31 M40 M58 M69 M79 M88 M102 M117 M129 M142 M147 M155 M167 M172 M179 M184 M197 M205 M214 M217 M232 | 8:M8 M16 M22 M38 M42 M54 M70 M75 M87 M95 M103 M119 M122 M125 M140 M148 M159 M164 M174 M199 M206 M212 M220 M231 | 9:M7 M35 M39 M46 M55 M62 M66 M80 M89 M97 M113 M124 M137 M145 M151 M162 M180 M200 M202 M211 M215 M225 M228 M234 | 10:M6 M19 M28 M37 M45 M51 M67 M78 M116 M133 M136 M143 M150 M158 M166 M170 M175 M185 M201 M207 M216 M236,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence domain propagation: fixed point over direct edges | full precedence closure: cycle detection and graph statistics only | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) staircase/support precedence over reduced domains and direct E | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary internal-idle counts and range objective over P*",,,result,72603,,2,72603
