instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
forumt-14crafc.fixed020-Forb,no,multiple,direct,lex-idlesum,-,-,-,-,8.1 2
forumt-14crafc.fixed020-Forb,yes,multiple,direct,lex-idlesum,-,-,-,-,8.2 2
