instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
ticf-13crafc.forb0003,no,incremental,direct,lex-idlesum,-,-,-,-,5.2 0
ticf-13crafc.forb0003,yes,incremental,direct,lex-idlesum,-,-,-,-,4.9 0
