instance,sat_result,status,runtime_s,n_vars,n_hard_clauses,n_soft_clauses,n_optimization_clauses,n_total_clauses,peak_memory_mb,memory_metric,solver,precedence_mode,precedence_edge_mode,staircase,encoding_variant,objective,objective_mode,secondary_objective_value,secondary_proven_optimum,tertiary_objective_value,tertiary_proven_optimum,objective_participant_count,objective_participants,total_breaks,fairness_gap,idle_range,all_participant_idle_range,precedence_direct_edges,precedence_source_added_edges,precedence_encoded_edges,precedence_full_closure_edges,n_primary_objective_lits,n_secondary_objective_lits,participant_breaks,busy_participants_per_slot,assignment,schedule_by_slot,validation_errors,enabled_constraints,error_type,error_message,message_type,n_clauses,n_soft,objective_value,total_clauses
tic-12crafc.fixed020-Forb,SAT,OPTIMAL,0.173498,14237,33023,0,0,33023,,peak_process_tree_rss_mb,incremental,traditional,direct,no,imp12+,lexicographic_internal_idle_range_pstar_then_idle_sum,lex-idlesum,,,4,4,39,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,39,41,42",4,4,4,4,0,0,0,0,6,6,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0","28,32,32,32,32,32,32,30","6,4,7,3,8,8,4,5,7,1,8,2,7,1,4,8,3,6,2,3,6,8,8,7,5,1,6,2,4,7,3,8,7,3,6,4,1,2,6,5,1,8,2,4,3,4,5,8,3,6,3,5,2,1,7,4,6,2,5,3,5,7,6,4,8,1,7,3,8,2,4,1,2,7,5,3,6,5,8,7,6,5,2,3,1,4,2,4,3,5,1,3,6,4,5,1,7,8,2,6,4,7,2,1,5,4,5,3,6,7,2,6,1,2,5,7,8,2,5,8,7,3,4,1,6",1:M10 M14 M26 M37 M41 M54 M66 M72 M85 M91 M96 M104 M113 M124 | 2:M12 M19 M28 M38 M43 M53 M58 M70 M73 M83 M87 M99 M103 M111 M114 M118 | 3:M4 M17 M20 M31 M34 M45 M49 M51 M60 M68 M76 M84 M89 M92 M108 M122 | 4:M2 M7 M15 M29 M36 M44 M46 M56 M64 M71 M86 M88 M94 M101 M106 M123 | 5:M8 M25 M40 M47 M52 M59 M61 M75 M78 M82 M90 M95 M105 M107 M115 M119 | 6:M1 M18 M21 M27 M35 M39 M50 M57 M63 M77 M81 M93 M100 M109 M112 M125 | 7:M3 M9 M13 M24 M30 M33 M55 M62 M67 M74 M80 M97 M102 M110 M116 M121 | 8:M5 M6 M11 M16 M22 M23 M32 M42 M48 M65 M69 M79 M98 M117 M120,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence domain propagation: fixed point over direct edges | full precedence closure: cycle detection and graph statistics only | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) traditional pairwise precedence over direct E | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary internal-idle counts and range objective over P*",,,result,33023,,4,33023
tic-12crafc.fixed020-Forb,SAT,OPTIMAL,0.174041,14237,33023,0,0,33023,,peak_process_tree_rss_mb,incremental,staircase,direct,yes,imp12+,lexicographic_internal_idle_range_pstar_then_idle_sum,lex-idlesum,,,4,4,39,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,39,41,42",4,4,4,4,0,0,0,0,6,6,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0","28,32,32,32,32,32,32,30","6,4,7,3,8,8,4,5,7,1,8,2,7,1,4,8,3,6,2,3,6,8,8,7,5,1,6,2,4,7,3,8,7,3,6,4,1,2,6,5,1,8,2,4,3,4,5,8,3,6,3,5,2,1,7,4,6,2,5,3,5,7,6,4,8,1,7,3,8,2,4,1,2,7,5,3,6,5,8,7,6,5,2,3,1,4,2,4,3,5,1,3,6,4,5,1,7,8,2,6,4,7,2,1,5,4,5,3,6,7,2,6,1,2,5,7,8,2,5,8,7,3,4,1,6",1:M10 M14 M26 M37 M41 M54 M66 M72 M85 M91 M96 M104 M113 M124 | 2:M12 M19 M28 M38 M43 M53 M58 M70 M73 M83 M87 M99 M103 M111 M114 M118 | 3:M4 M17 M20 M31 M34 M45 M49 M51 M60 M68 M76 M84 M89 M92 M108 M122 | 4:M2 M7 M15 M29 M36 M44 M46 M56 M64 M71 M86 M88 M94 M101 M106 M123 | 5:M8 M25 M40 M47 M52 M59 M61 M75 M78 M82 M90 M95 M105 M107 M115 M119 | 6:M1 M18 M21 M27 M35 M39 M50 M57 M63 M77 M81 M93 M100 M109 M112 M125 | 7:M3 M9 M13 M24 M30 M33 M55 M62 M67 M74 M80 M97 M102 M110 M116 M121 | 8:M5 M6 M11 M16 M22 M23 M32 M42 M48 M65 M69 M79 M98 M117 M120,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence domain propagation: fixed point over direct edges | full precedence closure: cycle detection and graph statistics only | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) staircase/support precedence over reduced domains and direct E | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary internal-idle counts and range objective over P*",,,result,33023,,4,33023
