instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
forum-13crafc.forb0007,no,incremental,direct,lex-idlesum,-,-,-,-,13.6 0
forum-13crafc.forb0007,yes,incremental,direct,lex-idlesum,-,-,-,-,13.1 0
