instance,sat_result,status,runtime_s,n_vars,n_hard_clauses,n_soft_clauses,n_optimization_clauses,n_total_clauses,peak_memory_mb,memory_metric,solver,precedence_mode,precedence_edge_mode,staircase,encoding_variant,objective,objective_mode,secondary_objective_value,secondary_proven_optimum,tertiary_objective_value,tertiary_proven_optimum,objective_participant_count,objective_participants,total_breaks,fairness_gap,idle_range,all_participant_idle_range,precedence_direct_edges,precedence_source_added_edges,precedence_encoded_edges,precedence_full_closure_edges,n_primary_objective_lits,n_secondary_objective_lits,participant_breaks,busy_participants_per_slot,assignment,schedule_by_slot,validation_errors,enabled_constraints,error_type,error_message,message_type,n_clauses,n_soft,objective_value,total_clauses
tic-14crafa.prec25,SAT,OPTIMAL,1.363883,27871,78442,487,0,78929,,peak_process_tree_rss_mb,maxsat,traditional,direct,no,imp12+,lexicographic_internal_idle_range_pstar_then_idle_sum,lex-idlesum,,,0,0,59,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60",0,0,0,0,93,38,93,145,7,7,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","34,42,46,54,52,54,54,54,46,38","5,7,10,6,8,4,3,2,3,7,4,10,7,9,2,8,5,6,7,5,4,8,6,1,9,6,5,10,5,6,3,10,1,8,5,6,4,8,1,6,3,8,7,5,1,4,10,2,6,4,1,5,3,10,7,5,2,3,6,9,8,3,6,5,1,8,4,7,2,9,8,3,4,1,9,2,6,10,1,5,7,4,3,2,9,8,4,3,5,2,6,1,6,8,7,9,4,10,6,3,9,5,10,7,2,7,8,9,8,5,10,7,4,4,5,3,9,10,6,8,2,3,6,7,10,4,5,8,9,7,3,6,10,3,9,4,6,8,7,2,5,2,1,8,10,9,8,2,7,9,6,1,4,3,5,10,7,9,2,8,6,5,9,3,7,8,2,4,1,1,4,5,7,9,6,7,5,1,8,9,8,2,5,3,9,7,5,7,8,4,6,3,4,7,1,3,2,6,4,10,4,10,8,2,7,4,5,9,6,1,6,5,4,3,8,4,9,3,2,9,6,8,4,2,10,3,7,5,6,1,7,2,4,10,8,9,7",1:M24 M33 M39 M45 M51 M65 M74 M79 M92 M143 M152 M169 M170 M178 M195 M210 M230 | 2:M8 M15 M48 M57 M69 M76 M84 M90 M105 M121 M140 M142 M148 M159 M167 M182 M197 M204 M219 M224 M232 | 3:M7 M9 M31 M41 M53 M58 M62 M72 M83 M88 M100 M116 M122 M131 M134 M154 M164 M184 M192 M196 M214 M218 M226 | 4:M6 M11 M21 M37 M46 M50 M67 M73 M82 M87 M97 M113 M114 M126 M136 M153 M168 M171 M190 M193 M199 M201 M206 M213 M216 M223 M233 | 5:M1 M17 M20 M27 M29 M35 M44 M52 M56 M64 M80 M89 M102 M110 M115 M127 M141 M155 M162 M172 M177 M183 M187 M207 M212 M228 | 6:M4 M18 M23 M26 M30 M36 M40 M49 M59 M63 M77 M91 M93 M99 M119 M123 M132 M137 M151 M161 M175 M191 M198 M209 M211 M221 M229 | 7:M2 M10 M13 M19 M43 M55 M68 M81 M95 M104 M106 M112 M124 M130 M139 M149 M157 M165 M173 M176 M186 M188 M194 M205 M227 M231 M237 | 8:M5 M16 M22 M34 M38 M42 M61 M66 M71 M86 M94 M107 M109 M120 M128 M138 M144 M147 M160 M166 M179 M181 M189 M203 M215 M222 M235 | 9:M14 M25 M60 M70 M75 M85 M96 M101 M108 M117 M129 M135 M146 M150 M158 M163 M174 M180 M185 M208 M217 M220 M236 | 10:M3 M12 M28 M32 M47 M54 M78 M98 M103 M111 M118 M125 M133 M145 M156 M200 M202 M225 M234,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence domain propagation: fixed point over direct edges | full precedence closure: cycle detection and graph statistics only | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) traditional pairwise precedence over direct E | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary internal-idle counts and range objective over P*",,,result,78442,487,0,78929
tic-14crafa.prec25,SAT,OPTIMAL,3.014793,27871,76611,487,0,77098,,peak_process_tree_rss_mb,maxsat,staircase,direct,yes,imp12+,lexicographic_internal_idle_range_pstar_then_idle_sum,lex-idlesum,,,0,0,59,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60",0,0,0,0,93,38,93,145,7,7,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","36,46,50,54,54,54,54,50,42,34","7,9,6,3,8,10,1,5,6,4,9,4,8,10,6,7,5,3,5,9,4,7,3,4,5,2,1,10,9,2,7,10,1,6,9,5,6,3,2,5,3,8,5,2,6,1,10,8,4,2,7,5,3,10,9,2,1,3,4,6,5,3,6,9,1,5,2,7,4,8,9,3,7,1,8,4,3,10,6,5,4,7,2,1,9,8,5,6,9,7,8,4,2,3,4,7,6,8,4,9,10,2,7,6,5,8,7,9,7,4,8,1,2,3,7,2,4,8,10,9,5,1,3,4,2,6,7,1,5,4,6,8,5,10,2,7,4,1,8,3,9,1,4,6,7,10,10,4,6,8,7,5,4,1,2,10,3,9,6,8,5,8,3,7,10,9,2,6,1,9,5,7,1,4,8,3,2,6,9,5,6,8,5,4,3,2,4,6,7,2,3,5,6,6,3,2,1,5,7,8,3,9,7,3,5,1,4,6,2,8,5,7,8,3,10,6,8,2,5,8,5,2,9,4,10,6,7,3,7,10,9,4,8,6,3,4,7",1:M7 M27 M33 M46 M57 M65 M74 M84 M112 M122 M128 M138 M142 M154 M169 M173 M197 M206 | 2:M26 M30 M39 M44 M50 M56 M67 M83 M93 M102 M113 M116 M125 M135 M155 M167 M177 M186 M190 M196 M209 M218 M222 | 3:M4 M18 M23 M38 M41 M53 M58 M62 M72 M77 M94 M114 M123 M140 M157 M163 M176 M185 M191 M195 M201 M204 M214 M228 M235 | 4:M10 M12 M21 M24 M49 M59 M69 M76 M81 M92 M95 M99 M110 M117 M124 M130 M137 M143 M148 M153 M174 M184 M187 M207 M224 M232 M236 | 5:M8 M17 M19 M25 M36 M40 M43 M52 M61 M66 M80 M87 M105 M121 M129 M133 M152 M161 M171 M180 M183 M192 M198 M205 M211 M219 M221 | 6:M3 M9 M15 M34 M37 M45 M60 M63 M79 M88 M97 M104 M126 M131 M144 M149 M159 M168 M178 M181 M188 M193 M194 M208 M216 M226 M234 | 7:M1 M16 M22 M31 M51 M68 M73 M82 M90 M96 M103 M107 M109 M115 M127 M136 M145 M151 M164 M172 M189 M199 M203 M212 M227 M229 M237 | 8:M5 M13 M42 M48 M70 M75 M86 M91 M98 M106 M111 M118 M132 M139 M150 M160 M162 M175 M182 M200 M210 M213 M217 M220 M233 | 9:M2 M11 M20 M29 M35 M55 M64 M71 M85 M89 M100 M108 M120 M141 M158 M166 M170 M179 M202 M223 M231 | 10:M6 M14 M28 M32 M47 M54 M78 M101 M119 M134 M146 M147 M156 M165 M215 M225 M230,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence domain propagation: fixed point over direct edges | full precedence closure: cycle detection and graph statistics only | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) staircase/support precedence over reduced domains and direct E | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary internal-idle counts and range objective over P*",,,result,76611,487,0,77098
