instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
forum-13crafc.original,no,multiple,direct,lex-idlesum,-,-,-,-,51.1 0
forum-13crafc.original,yes,multiple,direct,lex-idlesum,-,-,-,-,57.2 0
