instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
forumt-14crafc.fixed020-Forb,no,incremental,direct,lex-idlesum,-,-,-,-,1.8 2
forumt-14crafc.fixed020-Forb,yes,incremental,direct,lex-idlesum,-,-,-,-,1.7 2
