instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
forum-13crafc.original,no,maxsat,direct,lex-idlesum,-,-,-,-,16.7 0
forum-13crafc.original,yes,maxsat,direct,lex-idlesum,-,-,-,-,15.8 0
