instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
ticf-14crafa.prec15,no,multiple,direct,lex-idlesum,-,-,-,-,88.8 0
ticf-14crafa.prec15,yes,multiple,direct,lex-idlesum,-,-,-,-,44.1 0
