instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
ticf-13crafa.original,no,multiple,direct,lex-idlesum,-,-,-,-,4.5 0
ticf-13crafa.original,yes,multiple,direct,lex-idlesum,-,-,-,-,4.5 0
