instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
tic-12crafc.fixed020-Forb,no,incremental,direct,lex-idlesum,-,-,-,-,0.2 4
tic-12crafc.fixed020-Forb,yes,incremental,direct,lex-idlesum,-,-,-,-,0.2 4
