instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
tic-13crafc.prec15,no,incremental,direct,lex-idlesum,-,-,-,-,2144.8 1
tic-13crafc.prec15,yes,incremental,direct,lex-idlesum,-,-,-,-,1871.8 1
