instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
forum-13crafb.forb0007,no,multiple,direct,lex-idlesum,-,-,-,-,TO -
forum-13crafb.forb0007,yes,multiple,direct,lex-idlesum,-,-,-,-,TO -
