instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
tic-13crafc.fixed040-Forb,no,multiple,direct,lex-idlesum,-,-,-,-,3137.3 4
tic-13crafc.fixed040-Forb,yes,multiple,direct,lex-idlesum,-,-,-,-,3219.6 4
