instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
forum-13crafc.fixed020-Forb,no,multiple,direct,lex-idlesum,-,-,-,-,1124.9 10
forum-13crafc.fixed020-Forb,yes,multiple,direct,lex-idlesum,-,-,-,-,1129.2 10
