table,instance,instance,sat_result,status,runtime_s,n_vars,n_hard_clauses,n_soft_clauses,n_optimization_clauses,n_total_clauses,peak_memory_mb,memory_metric,solver,precedence_mode,precedence_edge_mode,staircase,encoding_variant,objective,objective_mode,secondary_objective_value,secondary_proven_optimum,objective_participant_count,objective_participants,total_breaks,fairness_gap,idle_range,all_participant_idle_range,precedence_direct_edges,precedence_source_added_edges,precedence_encoded_edges,precedence_full_closure_edges,n_primary_objective_lits,n_secondary_objective_lits,participant_breaks,busy_participants_per_slot,assignment,schedule_by_slot,validation_errors,enabled_constraints,error_type,error_message,message_type,n_clauses,n_soft,total_clauses,objective_value
table03,forum-13.original,forum-13.original,SAT,OPTIMAL,2.086222,86327,205674,38,0,205712,,peak_process_tree_rss_mb,maxsat,staircase,direct,yes,imp12+,lexicographic_internal_idle_range_pstar_then_idle_max,lexicographic,0,0,58,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,44,45,46,47,48,49,50,52,53,54,56,57,59,60,62,63,64,65,66,70",0,0,0,0,0,0,0,0,19,19,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","4,8,18,20,26,28,28,28,26,26,26,28,22,10,6,4,0,0,0,0,0","7,10,5,11,13,8,12,6,9,14,3,5,7,4,1,6,8,2,6,8,4,3,7,5,6,3,12,9,13,11,7,10,8,9,12,10,8,7,11,13,12,13,14,16,15,6,4,5,9,11,13,8,14,6,10,12,7,10,12,11,13,5,6,3,4,5,2,7,5,11,4,9,8,6,3,10,12,9,6,12,11,13,7,5,10,3,8,4,9,8,12,5,3,4,10,11,7,6,12,7,8,11,10,9,8,4,3,1,5,2,6,7,9,6,12,9,5,11,13,7,10,6,7,15,14,11,4,5,13,10,9,12,8,8,11,6,7,5,9,13,15,10,3,2,4,12,14,16,12,10,9,13,11,8",1:M15 M108 | 2:M18 M67 M110 M144 | 3:M11 M22 M26 M64 M75 M86 M93 M107 M143 | 4:M14 M21 M47 M65 M71 M88 M94 M106 M127 M145 | 5:M3 M12 M24 M48 M62 M66 M69 M84 M92 M109 M117 M128 M138 | 6:M8 M16 M19 M25 M46 M54 M63 M74 M79 M98 M111 M114 M122 M136 | 7:M1 M13 M23 M31 M38 M57 M68 M83 M97 M100 M112 M120 M123 M137 | 8:M6 M17 M20 M33 M37 M52 M73 M87 M90 M101 M105 M133 M134 M154 | 9:M9 M28 M34 M49 M72 M78 M89 M104 M113 M116 M131 M139 M151 | 10:M2 M32 M36 M55 M58 M76 M85 M95 M103 M121 M130 M142 M150 | 11:M4 M30 M39 M50 M60 M70 M81 M96 M102 M118 M126 M135 M153 | 12:M7 M27 M35 M41 M56 M59 M77 M80 M91 M99 M115 M132 M146 M149 | 13:M5 M29 M40 M42 M51 M61 M82 M119 M129 M140 M152 | 14:M10 M43 M53 M125 M147 | 15:M45 M124 M141 | 16:M44 M148 | 17: | 18: | 19: | 20: | 21:,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence domain propagation: fixed point over direct edges | full precedence closure: cycle detection and graph statistics only | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) staircase/support precedence over reduced domains and direct E | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary internal-idle counts and range objective over P*",,,result,205674,38,205712,0
table03,forum-13.original,forum-13.original,SAT,OPTIMAL,2.073846,86327,205674,38,0,205712,,peak_process_tree_rss_mb,maxsat,traditional,direct,no,imp12+,lexicographic_internal_idle_range_pstar_then_idle_max,lexicographic,0,0,58,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,44,45,46,47,48,49,50,52,53,54,56,57,59,60,62,63,64,65,66,70",0,0,0,0,0,0,0,0,19,19,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","4,8,18,20,26,28,28,28,26,26,26,28,22,10,6,4,0,0,0,0,0","7,10,5,11,13,8,12,6,9,14,3,5,7,4,1,6,8,2,6,8,4,3,7,5,6,3,12,9,13,11,7,10,8,9,12,10,8,7,11,13,12,13,14,16,15,6,4,5,9,11,13,8,14,6,10,12,7,10,12,11,13,5,6,3,4,5,2,7,5,11,4,9,8,6,3,10,12,9,6,12,11,13,7,5,10,3,8,4,9,8,12,5,3,4,10,11,7,6,12,7,8,11,10,9,8,4,3,1,5,2,6,7,9,6,12,9,5,11,13,7,10,6,7,15,14,11,4,5,13,10,9,12,8,8,11,6,7,5,9,13,15,10,3,2,4,12,14,16,12,10,9,13,11,8",1:M15 M108 | 2:M18 M67 M110 M144 | 3:M11 M22 M26 M64 M75 M86 M93 M107 M143 | 4:M14 M21 M47 M65 M71 M88 M94 M106 M127 M145 | 5:M3 M12 M24 M48 M62 M66 M69 M84 M92 M109 M117 M128 M138 | 6:M8 M16 M19 M25 M46 M54 M63 M74 M79 M98 M111 M114 M122 M136 | 7:M1 M13 M23 M31 M38 M57 M68 M83 M97 M100 M112 M120 M123 M137 | 8:M6 M17 M20 M33 M37 M52 M73 M87 M90 M101 M105 M133 M134 M154 | 9:M9 M28 M34 M49 M72 M78 M89 M104 M113 M116 M131 M139 M151 | 10:M2 M32 M36 M55 M58 M76 M85 M95 M103 M121 M130 M142 M150 | 11:M4 M30 M39 M50 M60 M70 M81 M96 M102 M118 M126 M135 M153 | 12:M7 M27 M35 M41 M56 M59 M77 M80 M91 M99 M115 M132 M146 M149 | 13:M5 M29 M40 M42 M51 M61 M82 M119 M129 M140 M152 | 14:M10 M43 M53 M125 M147 | 15:M45 M124 M141 | 16:M44 M148 | 17: | 18: | 19: | 20: | 21:,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence domain propagation: fixed point over direct edges | full precedence closure: cycle detection and graph statistics only | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) traditional pairwise precedence over direct E | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary internal-idle counts and range objective over P*",,,result,205674,38,205712,0
table03,forum-13crafb.original,forum-13crafb.original,SAT,OPTIMAL,3.288396,101860,252515,40,0,252555,,peak_process_tree_rss_mb,maxsat,staircase,direct,yes,imp12+,lexicographic_internal_idle_range_pstar_then_idle_max,lexicographic,2,2,56,"1,2,3,4,7,8,9,10,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,28,29,30,31,32,33,36,37,38,39,40,41,42,43,44,45,47,48,51,53,54,56,57,58,59,60,61,62,63,64,65,66,76",90,2,2,2,0,0,0,0,20,20,"2,2,2,2,0,0,2,2,2,2,0,0,2,2,2,2,2,1,2,2,0,2,2,1,2,2,0,0,2,2,2,2,2,0,0,2,2,2,1,2,2,2,2,2,1,0,0,0,0,0,2,0,2,1,0,1,1,2,2,2,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,2","8,8,12,18,20,22,26,28,28,22,28,26,24,28,26,20,12,12,12,4,4,2","9,15,12,9,10,11,5,10,16,14,13,5,12,7,14,15,11,13,14,18,13,10,16,9,11,12,8,6,5,6,11,12,12,19,18,2,10,15,4,7,18,17,11,14,14,15,13,10,7,9,19,3,17,16,11,13,12,6,2,1,14,12,11,15,16,13,21,10,19,15,6,9,3,5,7,14,15,8,12,11,10,11,8,9,16,15,14,9,4,8,7,15,14,19,14,13,20,16,17,21,22,18,15,10,14,15,8,9,13,16,8,5,7,4,8,6,9,7,12,11,10,3,1,5,7,4,8,6,11,4,3,5,2,12,13,9,18,16,8,14,19,17,15,6,7,6,7,5,4,8,9,13,11,12,13,8,17,14,19,16,18,9,11,12,7,2,9,3,8,6,5,4,10,11,1,10,6,7,8,13,16,4,20,17,12,15,14,5,4,8,6,9,3,1,7",1:M60 M123 M175 M194 | 2:M36 M59 M133 M166 | 3:M52 M73 M122 M131 M168 M193 | 4:M39 M89 M114 M126 M130 M149 M172 M182 M189 | 5:M7 M12 M29 M74 M112 M124 M132 M148 M171 M188 | 6:M28 M30 M58 M71 M116 M128 M144 M146 M170 M177 M191 | 7:M14 M40 M49 M75 M91 M113 M118 M125 M145 M147 M165 M178 M195 | 8:M27 M78 M83 M90 M107 M111 M115 M127 M139 M150 M156 M169 M179 M190 | 9:M1 M4 M24 M50 M72 M84 M88 M108 M117 M136 M151 M162 M167 M192 | 10:M5 M8 M22 M37 M48 M68 M81 M104 M121 M173 M176 | 11:M6 M17 M25 M31 M43 M55 M63 M80 M82 M120 M129 M153 M163 M174 | 12:M3 M13 M26 M32 M33 M57 M62 M79 M119 M134 M154 M164 M185 | 13:M11 M18 M21 M47 M56 M66 M96 M109 M135 M152 M155 M180 | 14:M10 M15 M19 M44 M45 M61 M76 M87 M93 M95 M105 M140 M158 M187 | 15:M2 M16 M38 M46 M64 M70 M77 M86 M92 M103 M106 M143 M186 | 16:M9 M23 M54 M65 M85 M98 M110 M138 M160 M181 | 17:M42 M53 M99 M142 M157 M184 | 18:M20 M35 M41 M102 M137 M161 | 19:M34 M51 M69 M94 M141 M159 | 20:M97 M183 | 21:M67 M100 | 22:M101,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence domain propagation: fixed point over direct edges | full precedence closure: cycle detection and graph statistics only | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) staircase/support precedence over reduced domains and direct E | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary internal-idle counts and range objective over P*",,,result,252515,40,252555,2
table03,forum-13crafb.original,forum-13crafb.original,SAT,OPTIMAL,3.459827,101860,252515,40,0,252555,,peak_process_tree_rss_mb,maxsat,traditional,direct,no,imp12+,lexicographic_internal_idle_range_pstar_then_idle_max,lexicographic,2,2,56,"1,2,3,4,7,8,9,10,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,28,29,30,31,32,33,36,37,38,39,40,41,42,43,44,45,47,48,51,53,54,56,57,58,59,60,61,62,63,64,65,66,76",90,2,2,2,0,0,0,0,20,20,"2,2,2,2,0,0,2,2,2,2,0,0,2,2,2,2,2,1,2,2,0,2,2,1,2,2,0,0,2,2,2,2,2,0,0,2,2,2,1,2,2,2,2,2,1,0,0,0,0,0,2,0,2,1,0,1,1,2,2,2,2,0,0,2,2,1,0,0,0,0,0,0,0,0,0,2","8,8,12,18,20,22,26,28,28,22,28,26,24,28,26,20,12,12,12,4,4,2","9,15,12,9,10,11,5,10,16,14,13,5,12,7,14,15,11,13,14,18,13,10,16,9,11,12,8,6,5,6,11,12,12,19,18,2,10,15,4,7,18,17,11,14,14,15,13,10,7,9,19,3,17,16,11,13,12,6,2,1,14,12,11,15,16,13,21,10,19,15,6,9,3,5,7,14,15,8,12,11,10,11,8,9,16,15,14,9,4,8,7,15,14,19,14,13,20,16,17,21,22,18,15,10,14,15,8,9,13,16,8,5,7,4,8,6,9,7,12,11,10,3,1,5,7,4,8,6,11,4,3,5,2,12,13,9,18,16,8,14,19,17,15,6,7,6,7,5,4,8,9,13,11,12,13,8,17,14,19,16,18,9,11,12,7,2,9,3,8,6,5,4,10,11,1,10,6,7,8,13,16,4,20,17,12,15,14,5,4,8,6,9,3,1,7",1:M60 M123 M175 M194 | 2:M36 M59 M133 M166 | 3:M52 M73 M122 M131 M168 M193 | 4:M39 M89 M114 M126 M130 M149 M172 M182 M189 | 5:M7 M12 M29 M74 M112 M124 M132 M148 M171 M188 | 6:M28 M30 M58 M71 M116 M128 M144 M146 M170 M177 M191 | 7:M14 M40 M49 M75 M91 M113 M118 M125 M145 M147 M165 M178 M195 | 8:M27 M78 M83 M90 M107 M111 M115 M127 M139 M150 M156 M169 M179 M190 | 9:M1 M4 M24 M50 M72 M84 M88 M108 M117 M136 M151 M162 M167 M192 | 10:M5 M8 M22 M37 M48 M68 M81 M104 M121 M173 M176 | 11:M6 M17 M25 M31 M43 M55 M63 M80 M82 M120 M129 M153 M163 M174 | 12:M3 M13 M26 M32 M33 M57 M62 M79 M119 M134 M154 M164 M185 | 13:M11 M18 M21 M47 M56 M66 M96 M109 M135 M152 M155 M180 | 14:M10 M15 M19 M44 M45 M61 M76 M87 M93 M95 M105 M140 M158 M187 | 15:M2 M16 M38 M46 M64 M70 M77 M86 M92 M103 M106 M143 M186 | 16:M9 M23 M54 M65 M85 M98 M110 M138 M160 M181 | 17:M42 M53 M99 M142 M157 M184 | 18:M20 M35 M41 M102 M137 M161 | 19:M34 M51 M69 M94 M141 M159 | 20:M97 M183 | 21:M67 M100 | 22:M101,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence domain propagation: fixed point over direct edges | full precedence closure: cycle detection and graph statistics only | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) traditional pairwise precedence over direct E | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary internal-idle counts and range objective over P*",,,result,252515,40,252555,2
table03,forum-13crafc.original,forum-13crafc.original,SAT,OPTIMAL,15.655296,86461,205994,38,0,206032,,peak_process_tree_rss_mb,maxsat,staircase,direct,yes,imp12+,lexicographic_internal_idle_range_pstar_then_idle_max,lexicographic,1,1,58,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,44,45,46,47,48,49,50,52,53,54,56,57,59,60,62,63,64,65,66,70",58,0,0,1,0,0,0,0,19,19,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1","8,16,20,22,24,24,22,24,24,24,24,22,22,12,10,6,4,0,0,0,0","6,5,3,4,10,2,8,1,7,14,9,11,12,10,17,15,14,13,3,6,2,1,4,7,5,11,6,5,3,9,4,7,10,7,6,13,9,8,10,12,13,12,15,15,16,6,3,2,3,5,4,1,10,2,9,6,8,9,11,7,8,5,14,15,16,13,11,1,4,3,8,6,11,10,9,5,2,8,6,10,12,13,11,4,5,9,3,2,7,9,8,10,4,12,11,13,5,14,11,12,8,13,7,9,6,7,9,11,8,4,3,12,5,6,11,13,10,5,12,7,4,9,6,13,12,4,14,10,3,2,5,11,8,4,10,2,3,6,7,16,8,9,5,17,12,15,14,13,11,7,10,13,8,12",1:M8 M22 M52 M68 | 2:M6 M21 M48 M54 M77 M88 M130 M136 | 3:M3 M19 M29 M47 M49 M70 M87 M111 M129 M137 | 4:M4 M23 M31 M51 M69 M84 M93 M110 M121 M126 M134 | 5:M2 M25 M28 M50 M62 M76 M85 M97 M113 M118 M131 M143 | 6:M1 M20 M27 M35 M46 M56 M72 M79 M105 M114 M123 M138 | 7:M9 M24 M32 M34 M60 M89 M103 M106 M120 M139 M150 | 8:M7 M38 M57 M61 M71 M78 M91 M101 M109 M133 M141 M153 | 9:M11 M30 M37 M55 M58 M75 M86 M90 M104 M107 M122 M142 | 10:M5 M14 M33 M39 M53 M74 M80 M92 M117 M128 M135 M151 | 11:M12 M26 M59 M67 M73 M83 M95 M99 M108 M115 M132 M149 | 12:M13 M40 M42 M81 M94 M100 M112 M119 M125 M145 M154 | 13:M18 M36 M41 M66 M82 M96 M102 M116 M124 M148 M152 | 14:M10 M17 M63 M98 M127 M147 | 15:M16 M43 M44 M64 M146 | 16:M45 M65 M140 | 17:M15 M144 | 18: | 19: | 20: | 21:,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence domain propagation: fixed point over direct edges | full precedence closure: cycle detection and graph statistics only | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) staircase/support precedence over reduced domains and direct E | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary internal-idle counts and range objective over P*",,,result,205994,38,206032,0
table03,forum-13crafc.original,forum-13crafc.original,SAT,OPTIMAL,15.474696,86461,205994,38,0,206032,,peak_process_tree_rss_mb,maxsat,traditional,direct,no,imp12+,lexicographic_internal_idle_range_pstar_then_idle_max,lexicographic,1,1,58,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,44,45,46,47,48,49,50,52,53,54,56,57,59,60,62,63,64,65,66,70",58,0,0,1,0,0,0,0,19,19,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1","8,16,20,22,24,24,22,24,24,24,24,22,22,12,10,6,4,0,0,0,0","6,5,3,4,10,2,8,1,7,14,9,11,12,10,17,15,14,13,3,6,2,1,4,7,5,11,6,5,3,9,4,7,10,7,6,13,9,8,10,12,13,12,15,15,16,6,3,2,3,5,4,1,10,2,9,6,8,9,11,7,8,5,14,15,16,13,11,1,4,3,8,6,11,10,9,5,2,8,6,10,12,13,11,4,5,9,3,2,7,9,8,10,4,12,11,13,5,14,11,12,8,13,7,9,6,7,9,11,8,4,3,12,5,6,11,13,10,5,12,7,4,9,6,13,12,4,14,10,3,2,5,11,8,4,10,2,3,6,7,16,8,9,5,17,12,15,14,13,11,7,10,13,8,12",1:M8 M22 M52 M68 | 2:M6 M21 M48 M54 M77 M88 M130 M136 | 3:M3 M19 M29 M47 M49 M70 M87 M111 M129 M137 | 4:M4 M23 M31 M51 M69 M84 M93 M110 M121 M126 M134 | 5:M2 M25 M28 M50 M62 M76 M85 M97 M113 M118 M131 M143 | 6:M1 M20 M27 M35 M46 M56 M72 M79 M105 M114 M123 M138 | 7:M9 M24 M32 M34 M60 M89 M103 M106 M120 M139 M150 | 8:M7 M38 M57 M61 M71 M78 M91 M101 M109 M133 M141 M153 | 9:M11 M30 M37 M55 M58 M75 M86 M90 M104 M107 M122 M142 | 10:M5 M14 M33 M39 M53 M74 M80 M92 M117 M128 M135 M151 | 11:M12 M26 M59 M67 M73 M83 M95 M99 M108 M115 M132 M149 | 12:M13 M40 M42 M81 M94 M100 M112 M119 M125 M145 M154 | 13:M18 M36 M41 M66 M82 M96 M102 M116 M124 M148 M152 | 14:M10 M17 M63 M98 M127 M147 | 15:M16 M43 M44 M64 M146 | 16:M45 M65 M140 | 17:M15 M144 | 18: | 19: | 20: | 21:,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence domain propagation: fixed point over direct edges | full precedence closure: cycle detection and graph statistics only | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) traditional pairwise precedence over direct E | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary internal-idle counts and range objective over P*",,,result,205994,38,206032,0
table03,forum-14.original,forum-14.original,SAT,OPTIMAL,4.125235,144247,364008,40,0,364048,,peak_process_tree_rss_mb,maxsat,staircase,direct,yes,imp12+,lexicographic_internal_idle_range_pstar_then_idle_max,lexicographic,4,4,72,"1,2,3,4,5,6,8,9,11,12,14,17,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78",210,4,4,4,0,0,0,0,20,20,"4,4,4,1,4,3,0,3,0,0,0,1,0,3,0,0,4,0,4,4,2,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,1,3,1,4,4,4,4,1,4,4,3,4,2,2,1,2,4,4,2,0,0,3,0,3,4,4,4,3,4,0,0,2,3,4,0,4,4,3,1,3","22,28,32,32,34,36,36,38,42,38,44,32,30,34,30,28,22,16,12,8,4,6","17,10,11,16,9,7,12,15,13,14,15,5,9,4,10,3,12,11,7,2,3,9,6,15,10,13,20,14,10,5,15,11,16,1,13,22,4,10,14,21,5,12,17,4,6,19,2,18,14,3,16,5,4,1,11,9,6,8,11,14,5,16,3,14,13,7,16,17,18,11,7,12,8,13,19,12,7,20,19,2,15,3,8,6,16,11,10,9,16,12,3,5,10,7,10,11,8,1,7,5,9,14,4,6,15,12,13,8,13,11,16,15,17,14,7,6,10,8,3,7,9,4,2,9,12,8,4,11,10,7,3,5,1,17,8,2,9,15,13,11,4,18,14,13,16,11,6,4,15,9,7,15,8,12,6,17,2,9,8,13,14,22,16,10,19,5,18,8,20,17,15,6,3,11,12,14,4,18,13,6,2,9,10,1,11,7,10,11,16,14,19,12,15,18,6,3,9,4,9,8,1,3,5,4,2,11,7,12,4,17,15,9,18,13,5,16,14,3,21,7,17,12,8,15,13,4,20,22,14,18,9,16,1,10,5,19,2,11,6,8,13,10,14,8,17,13,11,14,12,9,6,16,7,10,1,6,8,2,11,2,10,5,7,4,1,6,8,9,3,12,2,5,7,1,9,10,2,6,3,5,8,11,9,11,15,17,14,5,6,3,10,4,3,11,2,8,9,5,7,6,1,12",1:M34 M54 M98 M133 M184 M201 M233 M255 M265 M274 M301 | 2:M20 M47 M80 M123 M136 M157 M181 M205 M237 M258 M260 M271 M277 M295 | 3:M16 M21 M50 M63 M82 M91 M119 M131 M173 M196 M202 M218 M269 M279 M290 M293 | 4:M14 M37 M44 M53 M103 M122 M127 M141 M148 M177 M198 M204 M209 M226 M264 M292 | 5:M12 M30 M41 M52 M61 M92 M100 M132 M166 M203 M215 M235 M262 M272 M280 M288 M298 | 6:M23 M45 M57 M84 M104 M116 M147 M155 M172 M180 M195 M239 M251 M256 M266 M278 M289 M300 | 7:M6 M19 M66 M71 M77 M94 M99 M115 M120 M130 M151 M186 M207 M220 M253 M263 M273 M299 | 8:M58 M73 M83 M97 M108 M118 M126 M135 M153 M159 M168 M200 M223 M240 M244 M257 M267 M281 M296 | 9:M5 M13 M22 M56 M88 M101 M121 M124 M137 M150 M158 M182 M197 M199 M212 M231 M250 M268 M275 M283 M297 | 10:M2 M15 M25 M29 M38 M87 M93 M95 M117 M129 M164 M183 M187 M234 M242 M254 M261 M276 M291 | 11:M3 M18 M32 M55 M59 M70 M86 M96 M110 M128 M140 M146 M174 M185 M188 M206 M238 M247 M259 M282 M284 M294 | 12:M7 M17 M42 M72 M76 M90 M106 M125 M154 M175 M192 M208 M222 M249 M270 M302 | 13:M9 M26 M35 M65 M74 M107 M109 M139 M144 M160 M179 M214 M225 M241 M246 | 14:M10 M28 M39 M49 M60 M64 M102 M114 M143 M161 M176 M190 M217 M229 M243 M248 M287 | 15:M8 M11 M24 M31 M81 M105 M112 M138 M149 M152 M171 M193 M211 M224 M285 | 16:M4 M33 M51 M62 M67 M85 M89 M111 M145 M163 M189 M216 M232 M252 | 17:M1 M43 M68 M113 M134 M156 M170 M210 M221 M245 M286 | 18:M48 M69 M142 M167 M178 M194 M213 M230 | 19:M46 M75 M79 M165 M191 M236 | 20:M27 M78 M169 M227 | 21:M40 M219 | 22:M36 M162 M228,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence domain propagation: fixed point over direct edges | full precedence closure: cycle detection and graph statistics only | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) staircase/support precedence over reduced domains and direct E | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary internal-idle counts and range objective over P*",,,result,364008,40,364048,4
