table,instance,instance,sat_result,status,runtime_s,n_vars,n_hard_clauses,n_soft_clauses,n_optimization_clauses,n_total_clauses,peak_memory_mb,memory_metric,solver,precedence_mode,precedence_edge_mode,staircase,encoding_variant,objective,objective_mode,secondary_objective_value,secondary_proven_optimum,tertiary_objective_value,tertiary_proven_optimum,objective_participant_count,objective_participants,total_breaks,fairness_gap,idle_range,all_participant_idle_range,precedence_direct_edges,precedence_source_added_edges,precedence_encoded_edges,precedence_full_closure_edges,n_primary_objective_lits,n_secondary_objective_lits,participant_breaks,busy_participants_per_slot,assignment,schedule_by_slot,validation_errors,enabled_constraints,error_type,error_message,message_type,n_clauses,n_soft,objective_value,total_clauses
table03,forum-13.original,forum-13.original,SAT,OPTIMAL,1.94055,86327,205674,1207,0,206881,,peak_process_tree_rss_mb,maxsat,traditional,direct,no,imp12+,lexicographic_internal_idle_range_pstar_then_idle_max_then_idle_sum,lexicographic,0,0,0,0,58,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,44,45,46,47,48,49,50,52,53,54,56,57,59,60,62,63,64,65,66,70",0,0,0,0,0,0,0,0,19,19,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","6,12,20,22,26,28,28,28,28,26,24,26,20,8,4,2,0,0,0,0,0","7,5,6,10,13,11,9,12,8,14,4,2,3,6,1,7,5,8,4,7,3,6,2,5,3,4,6,7,9,12,10,11,8,7,11,9,12,8,10,6,12,13,14,16,15,5,4,9,12,13,11,5,7,6,9,10,8,12,13,10,11,2,7,4,3,6,5,4,11,10,3,8,6,7,12,9,5,10,9,12,11,13,6,5,8,4,7,3,5,3,9,4,2,6,11,10,8,7,13,8,10,11,9,12,5,3,1,9,2,6,7,4,8,7,8,5,13,6,12,9,10,5,7,12,14,9,3,8,4,6,10,13,11,6,4,3,13,1,5,15,9,10,7,2,11,12,14,8,11,13,10,12,9,8",1:M15 M107 M138 | 2:M12 M23 M62 M93 M109 M144 | 3:M13 M21 M25 M65 M71 M88 M90 M106 M127 M136 | 4:M11 M19 M26 M47 M64 M68 M86 M92 M112 M129 M135 | 5:M2 M17 M24 M46 M52 M67 M77 M84 M89 M105 M116 M122 M139 | 6:M3 M14 M22 M27 M40 M54 M66 M73 M83 M94 M110 M118 M130 M134 | 7:M1 M16 M20 M28 M34 M53 M63 M74 M87 M98 M111 M114 M123 M143 | 8:M9 M18 M33 M38 M57 M72 M85 M97 M100 M113 M115 M128 M148 M154 | 9:M7 M29 M36 M48 M55 M76 M79 M91 M103 M108 M120 M126 M141 M153 | 10:M4 M31 M39 M56 M60 M70 M78 M96 M101 M121 M131 M142 M151 | 11:M6 M32 M35 M51 M61 M69 M81 M95 M102 M133 M145 M149 | 12:M8 M30 M37 M41 M49 M58 M75 M80 M104 M119 M124 M146 M152 | 13:M5 M42 M50 M59 M82 M99 M117 M132 M137 M150 | 14:M10 M43 M125 M147 | 15:M45 M140 | 16:M44 | 17: | 18: | 19: | 20: | 21:,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence domain propagation: fixed point over direct edges | full precedence closure: cycle detection and graph statistics only | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) traditional pairwise precedence over direct E | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary internal-idle counts and range objective over P*",,,result,205674,1207,0,206881
table03,forum-13.original,forum-13.original,SAT,OPTIMAL,1.933117,86327,205674,1207,0,206881,,peak_process_tree_rss_mb,maxsat,staircase,direct,yes,imp12+,lexicographic_internal_idle_range_pstar_then_idle_max_then_idle_sum,lexicographic,0,0,0,0,58,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,44,45,46,47,48,49,50,52,53,54,56,57,59,60,62,63,64,65,66,70",0,0,0,0,0,0,0,0,19,19,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","6,12,20,22,26,28,28,28,28,26,24,26,20,8,4,2,0,0,0,0,0","7,5,6,10,13,11,9,12,8,14,4,2,3,6,1,7,5,8,4,7,3,6,2,5,3,4,6,7,9,12,10,11,8,7,11,9,12,8,10,6,12,13,14,16,15,5,4,9,12,13,11,5,7,6,9,10,8,12,13,10,11,2,7,4,3,6,5,4,11,10,3,8,6,7,12,9,5,10,9,12,11,13,6,5,8,4,7,3,5,3,9,4,2,6,11,10,8,7,13,8,10,11,9,12,5,3,1,9,2,6,7,4,8,7,8,5,13,6,12,9,10,5,7,12,14,9,3,8,4,6,10,13,11,6,4,3,13,1,5,15,9,10,7,2,11,12,14,8,11,13,10,12,9,8",1:M15 M107 M138 | 2:M12 M23 M62 M93 M109 M144 | 3:M13 M21 M25 M65 M71 M88 M90 M106 M127 M136 | 4:M11 M19 M26 M47 M64 M68 M86 M92 M112 M129 M135 | 5:M2 M17 M24 M46 M52 M67 M77 M84 M89 M105 M116 M122 M139 | 6:M3 M14 M22 M27 M40 M54 M66 M73 M83 M94 M110 M118 M130 M134 | 7:M1 M16 M20 M28 M34 M53 M63 M74 M87 M98 M111 M114 M123 M143 | 8:M9 M18 M33 M38 M57 M72 M85 M97 M100 M113 M115 M128 M148 M154 | 9:M7 M29 M36 M48 M55 M76 M79 M91 M103 M108 M120 M126 M141 M153 | 10:M4 M31 M39 M56 M60 M70 M78 M96 M101 M121 M131 M142 M151 | 11:M6 M32 M35 M51 M61 M69 M81 M95 M102 M133 M145 M149 | 12:M8 M30 M37 M41 M49 M58 M75 M80 M104 M119 M124 M146 M152 | 13:M5 M42 M50 M59 M82 M99 M117 M132 M137 M150 | 14:M10 M43 M125 M147 | 15:M45 M140 | 16:M44 | 17: | 18: | 19: | 20: | 21:,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence domain propagation: fixed point over direct edges | full precedence closure: cycle detection and graph statistics only | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) staircase/support precedence over reduced domains and direct E | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary internal-idle counts and range objective over P*",,,result,205674,1207,0,206881
table03,forum-13crafb.original,forum-13crafb.original,TIMEOUT,TIMEOUT,3600.032193,101860,252515,20,0,252535,,peak_process_tree_rss_mb,maxsat,traditional,direct,no,imp12+,lexicographic_internal_idle_range_pstar_then_idle_max_then_idle_sum,lexicographic,,,,,56,"1,2,3,4,7,8,9,10,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,28,29,30,31,32,33,36,37,38,39,40,41,42,43,44,45,47,48,51,53,54,56,57,58,59,60,61,62,63,64,65,66,76",,,,,0,0,0,0,20,1333,,,,,,,,,,,,,252535
table03,forum-13crafb.original,forum-13crafb.original,TIMEOUT,TIMEOUT,3600.03098,101860,252515,20,0,252535,,peak_process_tree_rss_mb,maxsat,staircase,direct,yes,imp12+,lexicographic_internal_idle_range_pstar_then_idle_max_then_idle_sum,lexicographic,,,,,56,"1,2,3,4,7,8,9,10,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,28,29,30,31,32,33,36,37,38,39,40,41,42,43,44,45,47,48,51,53,54,56,57,58,59,60,61,62,63,64,65,66,76",,,,,0,0,0,0,20,1333,,,,,,,,,,,,,252535
table03,forum-13crafc.original,forum-13crafc.original,SAT,OPTIMAL,6.311353,86461,205994,1207,0,207201,,peak_process_tree_rss_mb,maxsat,traditional,direct,no,imp12+,lexicographic_internal_idle_range_pstar_then_idle_max_then_idle_sum,lexicographic,1,1,58,58,58,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,44,45,46,47,48,49,50,52,53,54,56,57,59,60,62,63,64,65,66,70",58,0,0,1,0,0,0,0,19,19,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1","6,12,12,22,24,24,24,24,24,24,24,24,24,12,8,8,6,2,2,2,0","11,13,5,9,12,6,8,4,7,14,12,13,19,14,20,17,18,15,8,4,6,5,3,9,5,12,11,9,7,10,4,5,6,12,6,11,7,10,13,9,12,13,14,17,16,8,2,4,2,3,5,1,8,4,10,6,7,10,13,12,9,10,9,11,13,10,8,7,2,6,10,3,11,9,1,5,4,9,3,11,12,13,7,2,5,6,8,4,12,16,9,17,8,11,15,13,7,14,12,7,11,9,13,10,4,11,12,13,9,6,5,8,7,11,10,9,2,3,6,5,8,16,10,15,14,7,13,12,6,5,11,8,4,10,15,8,1,6,7,13,12,2,3,14,4,11,5,16,8,7,4,10,5,6",1:M52 M75 M137 | 2:M47 M49 M69 M84 M117 M142 | 3:M23 M50 M72 M79 M118 M143 | 4:M8 M20 M31 M48 M54 M77 M88 M105 M133 M145 M151 | 5:M3 M22 M25 M32 M51 M76 M85 M111 M120 M130 M147 M153 | 6:M6 M21 M33 M35 M56 M70 M86 M110 M119 M129 M138 M154 | 7:M9 M29 M37 M57 M68 M83 M97 M100 M113 M126 M139 M150 | 8:M7 M19 M46 M53 M67 M87 M93 M112 M121 M132 M136 M149 | 9:M4 M24 M28 M40 M61 M63 M74 M78 M91 M102 M109 M116 | 10:M30 M38 M55 M58 M62 M66 M71 M104 M115 M123 M134 M152 | 11:M1 M27 M36 M64 M73 M80 M94 M101 M106 M114 M131 M146 | 12:M5 M11 M26 M34 M41 M60 M81 M89 M99 M107 M128 M141 | 13:M2 M12 M39 M42 M59 M65 M82 M96 M103 M108 M127 M140 | 14:M10 M14 M43 M98 M125 M144 | 15:M18 M95 M124 M135 | 16:M45 M90 M122 M148 | 17:M16 M44 M92 | 18:M17 | 19:M13 | 20:M15 | 21:,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence domain propagation: fixed point over direct edges | full precedence closure: cycle detection and graph statistics only | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) traditional pairwise precedence over direct E | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary internal-idle counts and range objective over P*",,,result,205994,1207,0,207201
table03,forum-13crafc.original,forum-13crafc.original,SAT,OPTIMAL,6.320622,86461,205994,1207,0,207201,,peak_process_tree_rss_mb,maxsat,staircase,direct,yes,imp12+,lexicographic_internal_idle_range_pstar_then_idle_max_then_idle_sum,lexicographic,1,1,58,58,58,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,44,45,46,47,48,49,50,52,53,54,56,57,59,60,62,63,64,65,66,70",58,0,0,1,0,0,0,0,19,19,"1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1","6,12,12,22,24,24,24,24,24,24,24,24,24,12,8,8,6,2,2,2,0","11,13,5,9,12,6,8,4,7,14,12,13,19,14,20,17,18,15,8,4,6,5,3,9,5,12,11,9,7,10,4,5,6,12,6,11,7,10,13,9,12,13,14,17,16,8,2,4,2,3,5,1,8,4,10,6,7,10,13,12,9,10,9,11,13,10,8,7,2,6,10,3,11,9,1,5,4,9,3,11,12,13,7,2,5,6,8,4,12,16,9,17,8,11,15,13,7,14,12,7,11,9,13,10,4,11,12,13,9,6,5,8,7,11,10,9,2,3,6,5,8,16,10,15,14,7,13,12,6,5,11,8,4,10,15,8,1,6,7,13,12,2,3,14,4,11,5,16,8,7,4,10,5,6",1:M52 M75 M137 | 2:M47 M49 M69 M84 M117 M142 | 3:M23 M50 M72 M79 M118 M143 | 4:M8 M20 M31 M48 M54 M77 M88 M105 M133 M145 M151 | 5:M3 M22 M25 M32 M51 M76 M85 M111 M120 M130 M147 M153 | 6:M6 M21 M33 M35 M56 M70 M86 M110 M119 M129 M138 M154 | 7:M9 M29 M37 M57 M68 M83 M97 M100 M113 M126 M139 M150 | 8:M7 M19 M46 M53 M67 M87 M93 M112 M121 M132 M136 M149 | 9:M4 M24 M28 M40 M61 M63 M74 M78 M91 M102 M109 M116 | 10:M30 M38 M55 M58 M62 M66 M71 M104 M115 M123 M134 M152 | 11:M1 M27 M36 M64 M73 M80 M94 M101 M106 M114 M131 M146 | 12:M5 M11 M26 M34 M41 M60 M81 M89 M99 M107 M128 M141 | 13:M2 M12 M39 M42 M59 M65 M82 M96 M103 M108 M127 M140 | 14:M10 M14 M43 M98 M125 M144 | 15:M18 M95 M124 M135 | 16:M45 M90 M122 M148 | 17:M16 M44 M92 | 18:M17 | 19:M13 | 20:M15 | 21:,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence domain propagation: fixed point over direct edges | full precedence closure: cycle detection and graph statistics only | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) staircase/support precedence over reduced domains and direct E | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary internal-idle counts and range objective over P*",,,result,205994,1207,0,207201
table03,forum-14.original,forum-14.original,SAT,OPTIMAL,6.196933,144247,364008,1486,0,365494,,peak_process_tree_rss_mb,maxsat,traditional,direct,no,imp12+,lexicographic_internal_idle_range_pstar_then_idle_max_then_idle_sum,lexicographic,4,4,5,5,72,"1,2,3,4,5,6,8,9,11,12,14,17,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78",5,4,4,4,0,0,0,0,20,20,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","8,12,16,18,30,34,40,40,44,44,44,44,44,40,38,36,28,20,10,8,4,2","6,18,14,13,9,11,14,15,14,13,13,6,11,5,8,7,4,9,12,2,5,3,9,13,9,16,15,6,4,8,11,14,13,12,7,19,11,8,18,16,5,17,15,11,7,20,6,14,16,5,15,10,11,1,4,12,7,8,12,19,14,13,20,15,5,6,8,15,10,9,8,13,7,16,14,2,6,17,12,9,7,3,18,16,11,15,4,17,8,5,14,16,10,7,12,10,18,15,16,17,19,10,6,3,5,11,7,9,16,12,9,13,11,18,9,9,7,5,12,6,10,2,3,5,11,6,9,7,12,8,10,10,13,7,4,12,17,15,14,8,9,17,13,13,15,16,10,12,17,9,10,13,7,17,15,8,6,13,10,11,14,11,16,5,17,10,18,14,21,8,9,15,6,13,8,5,18,10,13,4,14,7,12,3,6,15,18,16,14,20,19,11,12,17,8,11,10,6,13,8,12,7,11,9,14,10,12,17,9,16,10,7,11,15,14,13,8,22,19,9,2,15,17,5,21,14,12,8,7,18,3,11,1,20,4,10,6,16,13,7,16,15,14,14,15,17,9,13,11,16,10,12,10,12,8,13,11,9,9,10,8,7,3,5,1,6,4,12,11,2,14,13,12,15,16,12,6,10,5,11,9,7,8,16,15,14,13,18,16,17,12,9,2,11,1,7,8,10,6,3,4,5",1:M54 M233 M265 M295 | 2:M20 M76 M122 M221 M270 M293 | 3:M22 M82 M104 M123 M184 M231 M263 M300 | 4:M17 M29 M55 M87 M135 M180 M235 M267 M301 | 5:M14 M21 M41 M50 M65 M90 M105 M118 M124 M164 M176 M224 M264 M279 M302 | 6:M1 M12 M28 M47 M66 M77 M103 M120 M126 M157 M173 M185 M198 M237 M266 M277 M299 | 7:M16 M35 M45 M57 M73 M81 M94 M107 M117 M128 M134 M153 M182 M202 M212 M229 M240 M262 M282 M296 | 8:M15 M30 M38 M58 M67 M71 M89 M130 M140 M156 M170 M175 M195 M200 M217 M228 M255 M261 M283 M297 | 9:M5 M18 M23 M25 M70 M80 M108 M111 M115 M116 M127 M141 M150 M171 M204 M209 M220 M247 M258 M259 M281 M292 | 10:M52 M69 M93 M96 M102 M121 M131 M132 M147 M151 M159 M166 M178 M197 M206 M211 M236 M251 M253 M260 M278 M298 | 11:M6 M13 M31 M37 M44 M53 M85 M106 M113 M125 M160 M162 M192 M196 M203 M213 M232 M249 M257 M269 M280 M294 | 12:M19 M34 M56 M59 M79 M95 M110 M119 M129 M136 M148 M183 M193 M201 M207 M227 M252 M254 M268 M273 M276 M291 | 13:M4 M10 M11 M24 M33 M62 M72 M112 M133 M143 M144 M152 M158 M174 M179 M199 M216 M239 M248 M256 M272 M287 | 14:M3 M7 M9 M32 M48 M61 M75 M91 M139 M161 M168 M181 M189 M205 M215 M226 M243 M244 M271 M286 | 15:M8 M27 M43 M51 M64 M68 M86 M98 M138 M145 M155 M172 M186 M214 M222 M242 M245 M274 M285 | 16:M26 M40 M49 M74 M84 M92 M99 M109 M146 M163 M188 M210 M238 M241 M250 M275 M284 M289 | 17:M42 M78 M88 M100 M137 M142 M149 M154 M165 M194 M208 M223 M246 M290 | 18:M2 M39 M83 M97 M114 M167 M177 M187 M230 M288 | 19:M36 M60 M101 M191 M219 | 20:M46 M63 M190 M234 | 21:M169 M225 | 22:M218,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence domain propagation: fixed point over direct edges | full precedence closure: cycle detection and graph statistics only | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) traditional pairwise precedence over direct E | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary internal-idle counts and range objective over P*",,,result,364008,1486,4,365494
table03,forum-14.original,forum-14.original,SAT,OPTIMAL,6.209194,144247,364008,1486,0,365494,,peak_process_tree_rss_mb,maxsat,staircase,direct,yes,imp12+,lexicographic_internal_idle_range_pstar_then_idle_max_then_idle_sum,lexicographic,4,4,5,5,72,"1,2,3,4,5,6,8,9,11,12,14,17,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78",5,4,4,4,0,0,0,0,20,20,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","8,12,16,18,30,34,40,40,44,44,44,44,44,40,38,36,28,20,10,8,4,2","6,18,14,13,9,11,14,15,14,13,13,6,11,5,8,7,4,9,12,2,5,3,9,13,9,16,15,6,4,8,11,14,13,12,7,19,11,8,18,16,5,17,15,11,7,20,6,14,16,5,15,10,11,1,4,12,7,8,12,19,14,13,20,15,5,6,8,15,10,9,8,13,7,16,14,2,6,17,12,9,7,3,18,16,11,15,4,17,8,5,14,16,10,7,12,10,18,15,16,17,19,10,6,3,5,11,7,9,16,12,9,13,11,18,9,9,7,5,12,6,10,2,3,5,11,6,9,7,12,8,10,10,13,7,4,12,17,15,14,8,9,17,13,13,15,16,10,12,17,9,10,13,7,17,15,8,6,13,10,11,14,11,16,5,17,10,18,14,21,8,9,15,6,13,8,5,18,10,13,4,14,7,12,3,6,15,18,16,14,20,19,11,12,17,8,11,10,6,13,8,12,7,11,9,14,10,12,17,9,16,10,7,11,15,14,13,8,22,19,9,2,15,17,5,21,14,12,8,7,18,3,11,1,20,4,10,6,16,13,7,16,15,14,14,15,17,9,13,11,16,10,12,10,12,8,13,11,9,9,10,8,7,3,5,1,6,4,12,11,2,14,13,12,15,16,12,6,10,5,11,9,7,8,16,15,14,13,18,16,17,12,9,2,11,1,7,8,10,6,3,4,5",1:M54 M233 M265 M295 | 2:M20 M76 M122 M221 M270 M293 | 3:M22 M82 M104 M123 M184 M231 M263 M300 | 4:M17 M29 M55 M87 M135 M180 M235 M267 M301 | 5:M14 M21 M41 M50 M65 M90 M105 M118 M124 M164 M176 M224 M264 M279 M302 | 6:M1 M12 M28 M47 M66 M77 M103 M120 M126 M157 M173 M185 M198 M237 M266 M277 M299 | 7:M16 M35 M45 M57 M73 M81 M94 M107 M117 M128 M134 M153 M182 M202 M212 M229 M240 M262 M282 M296 | 8:M15 M30 M38 M58 M67 M71 M89 M130 M140 M156 M170 M175 M195 M200 M217 M228 M255 M261 M283 M297 | 9:M5 M18 M23 M25 M70 M80 M108 M111 M115 M116 M127 M141 M150 M171 M204 M209 M220 M247 M258 M259 M281 M292 | 10:M52 M69 M93 M96 M102 M121 M131 M132 M147 M151 M159 M166 M178 M197 M206 M211 M236 M251 M253 M260 M278 M298 | 11:M6 M13 M31 M37 M44 M53 M85 M106 M113 M125 M160 M162 M192 M196 M203 M213 M232 M249 M257 M269 M280 M294 | 12:M19 M34 M56 M59 M79 M95 M110 M119 M129 M136 M148 M183 M193 M201 M207 M227 M252 M254 M268 M273 M276 M291 | 13:M4 M10 M11 M24 M33 M62 M72 M112 M133 M143 M144 M152 M158 M174 M179 M199 M216 M239 M248 M256 M272 M287 | 14:M3 M7 M9 M32 M48 M61 M75 M91 M139 M161 M168 M181 M189 M205 M215 M226 M243 M244 M271 M286 | 15:M8 M27 M43 M51 M64 M68 M86 M98 M138 M145 M155 M172 M186 M214 M222 M242 M245 M274 M285 | 16:M26 M40 M49 M74 M84 M92 M99 M109 M146 M163 M188 M210 M238 M241 M250 M275 M284 M289 | 17:M42 M78 M88 M100 M137 M142 M149 M154 M165 M194 M208 M223 M246 M290 | 18:M2 M39 M83 M97 M114 M167 M177 M187 M230 M288 | 19:M36 M60 M101 M191 M219 | 20:M46 M63 M190 M234 | 21:M169 M225 | 22:M218,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence domain propagation: fixed point over direct edges | full precedence closure: cycle detection and graph statistics only | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) staircase/support precedence over reduced domains and direct E | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary internal-idle counts and range objective over P*",,,result,364008,1486,4,365494
table03,forumt-14.original,forumt-14.original,SAT,OPTIMAL,0.167664,26599,76985,492,0,77477,,peak_process_tree_rss_mb,maxsat,traditional,direct,no,imp12+,lexicographic_internal_idle_range_pstar_then_idle_max_then_idle_sum,lexicographic,2,2,10,10,59,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60",10,2,2,2,0,0,0,0,7,7,"0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0","38,46,50,54,54,52,50,48,44,38","3,4,9,2,5,10,7,1,7,6,9,6,4,5,7,3,2,1,6,10,7,6,4,2,1,6,4,5,2,8,2,6,10,9,9,2,7,3,4,9,5,7,2,10,9,3,1,2,5,1,6,7,4,3,9,2,10,4,7,1,8,10,4,3,5,7,2,6,9,8,4,10,5,1,7,6,5,7,2,1,6,4,10,9,3,8,5,8,9,4,7,6,7,4,6,8,3,9,3,4,1,9,8,6,5,9,8,6,7,9,6,10,3,2,6,3,10,1,8,7,9,9,6,5,5,3,8,6,7,4,5,10,7,4,6,5,8,10,9,1,3,2,8,1,7,4,4,3,8,2,5,7,2,10,3,8,9,1,4,6,5,4,1,7,2,9,8,10,3,2,10,8,5,8,5,1,4,6,3,4,5,2,5,4,8,3,5,4,3,7,6,2,8,9,1,8,2,6,10,5,3,5,1,3,2,10,7,8,9,6,5,4,8,7,10,5,2,3,10,2,7,3,9,8,4,5,6,1,7,8,3,6,4,1,5,3,4",1:M8 M18 M25 M47 M50 M60 M74 M80 M101 M118 M140 M144 M158 M163 M176 M195 M203 M228 M234 | 2:M4 M17 M24 M29 M31 M36 M43 M48 M56 M67 M79 M114 M142 M150 M153 M165 M170 M182 M192 M197 M205 M217 M220 | 3:M1 M16 M38 M46 M54 M64 M85 M97 M99 M113 M116 M126 M141 M148 M155 M169 M179 M186 M189 M201 M204 M218 M222 M231 M236 | 4:M2 M13 M23 M27 M39 M53 M58 M63 M71 M82 M90 M94 M100 M130 M134 M146 M147 M159 M162 M177 M180 M184 M188 M212 M225 M233 M237 | 5:M5 M14 M28 M41 M49 M65 M73 M77 M87 M105 M124 M125 M131 M136 M151 M161 M173 M175 M181 M183 M187 M200 M202 M211 M216 M226 M235 | 6:M10 M12 M19 M22 M26 M32 M51 M68 M76 M81 M92 M95 M104 M108 M111 M115 M123 M128 M135 M160 M178 M191 M198 M210 M227 M232 | 7:M7 M9 M15 M21 M37 M42 M52 M59 M66 M75 M78 M91 M93 M109 M120 M129 M133 M145 M152 M164 M190 M207 M214 M221 M229 | 8:M30 M61 M70 M86 M88 M96 M103 M107 M119 M127 M137 M143 M149 M156 M167 M172 M174 M185 M193 M196 M208 M213 M224 M230 | 9:M3 M11 M34 M35 M40 M45 M55 M69 M84 M89 M98 M102 M106 M110 M121 M122 M139 M157 M166 M194 M209 M223 | 10:M6 M20 M33 M44 M57 M62 M72 M83 M112 M117 M132 M138 M154 M168 M171 M199 M206 M215 M219,,"domain reduction: sessions, fixed meetings, forbidden slots | precedence domain propagation: fixed point over direct edges | full precedence closure: cycle detection and graph statistics only | (20),(22)-(27) exactly once over reduced domains | (19) participant atMost-one per slot | (46),(47) clustered table capacity with full channeling | (28) traditional pairwise precedence over direct E | usedSlot channeling + exact per-idle-slot break cost | (43) exactly |Mp| reduced usedSlot variables | (44) atMost 2|L| busy participants per slot | (45) exact even number of busy participants | exact unary internal-idle counts and range objective over P*",,,result,76985,492,2,77477
