instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
tic-13crafb.original,no,incremental,direct,lexicographic,-,-,-,-,0.2 0
tic-13crafb.original,yes,incremental,direct,lexicographic,-,-,-,-,0.2 0
