instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
forumt-14crafe.original,no,incremental,direct,lexicographic,-,-,-,-,1.5 2
forumt-14crafe.original,yes,incremental,direct,lexicographic,-,-,-,-,1.5 2
