instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
forumt-14crafc.forb0003,no,incremental,direct,lexicographic,-,-,-,-,0.6 0
forumt-14crafc.forb0003,yes,incremental,direct,lexicographic,-,-,-,-,0.6 0
