instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
forumt-14crafc.original,no,incremental,direct,lexicographic,-,-,-,-,1.3 2
forumt-14crafc.original,yes,incremental,direct,lexicographic,-,-,-,-,1.4 2
