instance,staircase,solver,precedence_edges,objective,basic,imp1,imp2,imp12,imp12+
ticf-13crafb.fixed020-Forb,no,incremental,direct,lexicographic,-,-,-,-,160.0 17
ticf-13crafb.fixed020-Forb,yes,incremental,direct,lexicographic,-,-,-,-,160.8 17
